#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-11-10-35
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1334010824.974876	CT4eDQ2ZR2473KQet3	192.168.14.10	1030	216.239.36.21	80	1	GET	southmp3.org	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	221	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	FKRUq03U6vD2Xj1sJb	text/html
1334010824.988253	CUrGcO1DsED6CsXT2c	192.168.14.10	1031	74.125.45.121	80	1	GET	www.southmp3.org	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	195342	200	OK	-	-	-	(empty)	-	-	-	-	-	FHrle83dBhSypx0qD4	text/html
1334010825.936115	CplWYa4rC6ncoKesU	192.168.14.10	1033	74.125.45.95	80	1	GET	fonts.googleapis.com	/css?family=Norican	http://www.southmp3.org/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	478	200	OK	-	-	-	(empty)	-	-	-	-	-	FzSKbc1nZ5DglZyx4d	text/plain
1334010825.935938	C13fRD3HcSpHqwRDZe	192.168.14.10	1032	74.125.45.95	80	1	GET	fonts.googleapis.com	/css?family=Limelight	http://www.southmp3.org/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	520	200	OK	-	-	-	(empty)	-	-	-	-	-	FXwxvn2k0aOZHo8101	text/plain
1334010825.972902	CeqMPa1omCK4cPvS6l	192.168.14.10	1034	74.125.47.132	80	1	GET	themes.googleusercontent.com	/static/fonts/limelight/v3/kD_2YDkzv1rorNqQ2oFK5vY6323mHUZFJMgTvxaG2iE.eot	http://www.southmp3.org/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	21438	200	OK	-	-	-	(empty)	-	-	-	-	-	FomEF82UaT0YpWDkb4	application/vnd.ms-fontobject
1334010825.97605	CO25gv3aXzP8PsiI17	192.168.14.10	1035	74.125.47.132	80	1	GET	themes.googleusercontent.com	/static/fonts/norican/v1/AELveyfTkBeWmTrYG9zZ2w.eot	http://www.southmp3.org/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	21046	200	OK	-	-	-	(empty)	-	-	-	-	-	FZu1Xe1LSl5MY4gW31	application/vnd.ms-fontobject
1334010826.007455	CZJ5n31wOxWMQgVMsi	192.168.14.10	1037	74.125.47.191	80	1	GET	www.blogger.com	/static/v1/widgets/3432093398-widget_css_bundle.css	http://www.southmp3.org/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	18909	200	OK	-	-	-	(empty)	-	-	-	-	-	FSisgY2nr1jIInmgE	text/plain
1334010826.005658	CVLd7vuH5KCq7u6T9	192.168.14.10	1036	74.125.47.191	80	1	GET	www.blogger.com	/dyn-css/authorization.css?targetBlogID=695538412860866983&zx=fe571146-bfe6-48ab-8e0d-56ed5ac2cf26	http://www.southmp3.org/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1	200	OK	-	-	-	(empty)	-	-	-	-	-	FDLkSy1aHl9dmtxXHe	application/octet-stream
1334010826.389315	C7c6BQ17tAOLQr1RSb	192.168.14.10	1039	74.125.45.82	80	1	GET	penyimpanan-maskolis.googlecode.com	/files/headline.js	http://www.southmp3.org/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5436	200	OK	-	-	-	(empty)	-	-	-	-	-	FdnVhR1v2rHHzKNss3	text/plain
1334010826.499665	CkbnL84RyLlc5MLm51	192.168.14.10	1041	74.125.45.82	80	1	GET	jamu-martin.googlecode.com	/files/label.js	http://www.southmp3.org/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2757	200	OK	-	-	-	(empty)	-	-	-	-	-	F7RcrQ1vq6a3pyM7gl	text/html
1334010826.52484	CVLd7vuH5KCq7u6T9	192.168.14.10	1036	74.125.47.191	80	2	GET	www.blogger.com	/navbar.g?targetBlogID=695538412860866983&blogName=South+Mp3+(Old+to+New+Songs)&publishMode=PUBLISH_MODE_HOSTED&navbarType=LIGHT&layoutType=LAYOUTS&searchRoot=http://www.southmp3.org/search&blogLocale=en&homepageUrl=http://www.southmp3.org/&vt=917483528285514263	http://www.southmp3.org/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4770	200	OK	-	-	-	(empty)	-	-	-	-	-	FhACAp3vPOtQfx9wPf	text/html
1334010826.68613	C1h4Bh1AOBP7bDkpTb	192.168.14.10	1043	74.125.65.154	80	1	GET	pagead2.googlesyndication.com	/pagead/js/google_top.js	http://www.southmp3.org/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	684	200	OK	-	-	-	(empty)	-	-	-	-	-	FgOepkBE6aih6ZZB2	text/plain
1334010826.687011	CD9WBi1iz5HUvGWQse	192.168.14.10	1045	74.125.45.113	80	1	GET	3.bp.blogspot.com	/-Gsv90fI1P1w/T0oxdn4UbeI/AAAAAAAAFjY/YGgddDwiMx0/s1600/btn_search.gif	http://www.southmp3.org/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	773	200	OK	-	-	-	(empty)	-	-	-	-	-	FyiVV44N70s72UPoA	image/gif
1334010826.688701	CleVQC3INKpIoOcNt3	192.168.14.10	1051	74.125.45.102	80	1	GET	4.bp.blogspot.com	/-0UZ84gjcT7Q/T0ov6aRrvjI/AAAAAAAAFjQ/AASimbCShag/s1600/field.gif	http://www.southmp3.org/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	281	200	OK	-	-	-	(empty)	-	-	-	-	-	FGyNdq49TIiJW45Epb	image/gif
1334010826.790379	C7jdf31Y1Li68VnY4c	192.168.14.10	1050	199.21.148.89	80	1	GET	ads.lzjl.com	/newServing/showAd.php?nid=5&pid=25460&adtype=&sid=44197	http://www.southmp3.org/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1523	200	OK	-	-	-	(empty)	-	-	-	-	-	FpnR934xejryPMwgwe	text/html
1334010826.996803	CCFTvN1CwQ3qDylRT	192.168.14.10	1052	199.21.148.88	80	1	GET	ads.clicksor.com	/newServing/searchTrack.php?nid=5&random=1237574527	http://www.southmp3.org/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	512	200	OK	-	-	-	(empty)	-	-	-	-	-	FjkLzc2qBntDDedcf1	text/html
1334010827.068174	C9MNZb4p9LgTJjKat7	192.168.14.10	1054	74.125.45.102	80	1	GET	www.google-analytics.com	/ga.js	http://ads.clicksor.com/newServing/searchTrack.php?nid=5&random=1237574527	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	34293	200	OK	-	-	-	(empty)	-	-	-	-	-	FDRHXtkYJf579n436	text/plain
1334010827.124909	CQcTLxfSZvjnWKKSk	192.168.14.10	1055	199.21.148.123	80	1	GET	serw.myroitracking.com	/newServing/tracking_id.php?d=ads.lzjl.com&r=http://ads.lzjl.com/newServing/tracking_id.php?b=1&&gtruid=1	http://www.southmp3.org/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	302	Found	-	-	-	(empty)	-	-	-	-	-	-	-
