#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	conn
#open	2014-04-03-11-00-43
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_bytes	resp_bytes	conn_state	local_orig	missed_bytes	history	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes	tunnel_parents
#types	time	string	addr	port	addr	port	enum	string	interval	count	count	string	bool	count	string	count	count	count	count	table[string]
1365242226.415634	Ch9N91vd7UlK6lOpj	192.168.109.10	1038	217.69.133.125	80	tcp	http	0.390618	380	13367	RSTO	-	0	ShADadR	10	788	12	13855	(empty)
1365242223.370252	C838hL3JA1bQZYOQp7	192.168.109.10	1030	91.219.194.37	80	tcp	http	13.522208	282	2411	RSTO	-	0	ShADadfR	6	530	5	2619	(empty)
1365242222.958411	CZPojF2h3MXMc7nHQ9	192.168.109.10	1029	4.2.2.3	53	udp	dns	3.456551	147	298	SF	-	0	Dd	5	287	5	438	(empty)
1365242206.65883	Cl0KlL20EyM4j2XW6a	0.0.0.0	68	255.255.255.255	67	udp	dhcp	0.001452	626	0	S0	-	0	D	2	682	0	0	(empty)
1365242206.659817	CwuBnH3xRjRIiM8FY3	192.168.109.10	68	192.168.109.1	67	udp	dhcp	13.177440	314	900	SF	-	0	dD	1	342	3	984	(empty)
1365242225.777932	CmKqkg3ZWm7PE3uAng	192.168.109.10	1037	217.69.134.205	80	tcp	http	61.566390	368	283	RSTO	-	0	ShADadR	5	576	3	411	(empty)
1365242223.778559	CvjXjh4TpTBmsIrdU	192.168.109.10	1031	213.180.193.119	80	tcp	http	18.457327	4072	45183	S1	-	0	ShADad	34	5440	39	46751	(empty)
1365242225.1448	CAoDNj3Upx0tKswwX6	192.168.109.10	1032	146.255.192.10	80	tcp	http	62.199874	387	717	RSTO	-	0	ShADdR	5	595	2	805	(empty)
1365242225.496263	CHIzdn4K68aUIbvsc1	192.168.109.10	1035	239.255.255.250	1900	udp	-	6.052494	399	0	S0	-	0	D	3	483	0	0	(empty)
#close	2014-04-03-11-00-43
