#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-51-06
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1361305608.08638	CciZGFkHkWX83YFv7	192.168.56.10	1030	62.149.128.72	80	1	GET	cantinaginoriflorence.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	245	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	FDSLDx2gv9wIby5guk	text/html
1361305608.470243	C816Ey1SjR02rhZmk3	192.168.56.10	1031	62.149.142.122	80	1	GET	www.cantinaginoriflorence.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	15500	200	OK	-	-	-	(empty)	-	-	-	-	-	FJOJHY233ZwxN4iBc1	text/html
1361305612.3472	ClJiAFTQMWnDbKsHi	192.168.56.10	1032	74.125.137.95	80	1	GET	fonts.googleapis.com	/css?family=Fondamento:400italic&subset=latin,latin-ext|Open+Sans:700	http://www.cantinaginoriflorence.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	11744	400	Bad Request	-	-	-	(empty)	-	-	-	-	-	FLOK7O2jr4sw9wX3V9	text/html
1361305612.475002	CdCYftYGrSV9TdqDj	192.168.56.10	1038	62.149.142.122	80	1	GET	www.cantinaginoriflorence.com	/scripts/js/screensize.js	http://www.cantinaginoriflorence.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1527	200	OK	-	-	-	(empty)	-	-	-	-	-	FvvfRtS5QziOYzCEj	text/plain
1361305612.650136	C816Ey1SjR02rhZmk3	192.168.56.10	1031	62.149.142.122	80	2	GET	www.cantinaginoriflorence.com	/?lo_res=y	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	15530	200	OK	-	-	-	(empty)	-	-	-	-	-	FjAs29XHfVYa0ZBK2	text/html
1361305612.942176	C816Ey1SjR02rhZmk3	192.168.56.10	1031	62.149.142.122	80	3	GET	www.cantinaginoriflorence.com	/css/gallery_lo_res.css	http://www.cantinaginoriflorence.com/?lo_res=y	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5803	200	OK	-	-	-	(empty)	-	-	-	-	-	FSVAOJ3AfazZXVFMT7	text/plain
1361305612.825343	CdCYftYGrSV9TdqDj	192.168.56.10	1038	62.149.142.122	80	2	GET	www.cantinaginoriflorence.com	/css/cantinaginori_lo_res.css	http://www.cantinaginoriflorence.com/?lo_res=y	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	29263	200	OK	-	-	-	(empty)	-	-	-	-	-	FvBfqq10Rklaa45ztg	text/plain
1361305613.074379	C816Ey1SjR02rhZmk3	192.168.56.10	1031	62.149.142.122	80	4	GET	www.cantinaginoriflorence.com	/css/mailform_lo_res.css	http://www.cantinaginoriflorence.com/?lo_res=y	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2544	200	OK	-	-	-	(empty)	-	-	-	-	-	FkLFUW3tSkGT9GVwu8	text/plain
1361305613.109318	CdCYftYGrSV9TdqDj	192.168.56.10	1038	62.149.142.122	80	3	GET	www.cantinaginoriflorence.com	/css/scrollbar_lo_res.css	http://www.cantinaginoriflorence.com/?lo_res=y	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2775	200	OK	-	-	-	(empty)	-	-	-	-	-	F8u7SMYYZHlV2dK73	text/plain
1361305613.410694	C816Ey1SjR02rhZmk3	192.168.56.10	1031	62.149.142.122	80	5	GET	www.cantinaginoriflorence.com	/css/overlay.css	http://www.cantinaginoriflorence.com/?lo_res=y	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2815	200	OK	-	-	-	(empty)	-	-	-	-	-	FlnrdmuezBnGpouId	text/plain
1361305613.411004	CdCYftYGrSV9TdqDj	192.168.56.10	1038	62.149.142.122	80	4	GET	www.cantinaginoriflorence.com	/scripts/js/jquery-16.js	http://www.cantinaginoriflorence.com/?lo_res=y	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	236206	200	OK	-	-	-	(empty)	-	-	-	-	-	FpY52E2VW7HDmNybOa	text/plain
