#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-07-52
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1378427902.216856	Cav0hX19Fiomt8pR19	192.168.54.10	1031	184.168.221.28	80	1	GET	recipebox.tv	/	-	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	0	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	-	-
1378427902.494598	Cbf5uw13U7743dWeQ3	192.168.54.10	1032	74.125.28.121	80	1	GET	www.recipebox.tv	/	-	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	73222	200	OK	-	-	-	(empty)	-	-	-	-	-	FG20kw4yv1HAHDupZg	text/html
1378427902.686522	C0HPPm19m9xvLXstz4	192.168.54.10	1034	74.125.28.191	80	1	GET	www.blogger.com	/static/v1/widgets/1128408835-widget_css_2_bundle.css	http://www.recipebox.tv/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	34922	200	OK	-	-	-	(empty)	-	-	-	-	-	FtFVip1eoL2eBVvcW3	text/plain
1378427902.673805	CDbWWpZ476CJu4MF9	192.168.54.10	1033	74.125.28.191	80	1	GET	www.blogger.com	/static/v1/jsbin/1373684996-ieretrofit.js	http://www.recipebox.tv/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	37211	200	OK	-	-	-	(empty)	-	-	-	-	-	FNCkAv3pXd5BtDXXxf	text/plain
1378427902.768938	C0HPPm19m9xvLXstz4	192.168.54.10	1034	74.125.28.191	80	2	GET	www.blogger.com	/dyn-css/authorization.css?targetBlogID=6531490534026280559&zx=bdc0ae51-0866-4e75-b88a-c1d3199334c6	http://www.recipebox.tv/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1	200	OK	-	-	-	(empty)	-	-	-	-	-	F56T6u4y2Np2SgUWzg	application/octet-stream
1378427902.996612	Cwf7rhJRZwqgFw9N8	192.168.54.10	1035	108.161.188.209	80	1	GET	code.jquery.com	/jquery-1.8.3.min.js	http://www.recipebox.tv/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	93636	200	OK	-	-	-	(empty)	-	-	-	-	-	FWbR3X2YQplL4KD4d3	text/plain
1378427902.985216	CDbWWpZ476CJu4MF9	192.168.54.10	1033	74.125.28.191	80	2	GET	www.blogger.com	/static/v1/widgets/1128408835-widget_css_2_bundle.css	http://www.recipebox.tv/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	0	304	Not Modified	-	-	-	(empty)	-	-	-	-	-	-	-
1378427903.017455	C0HPPm19m9xvLXstz4	192.168.54.10	1034	74.125.28.191	80	3	GET	www.blogger.com	/dyn-css/authorization.css?targetBlogID=6531490534026280559&zx=bdc0ae51-0866-4e75-b88a-c1d3199334c6	http://www.recipebox.tv/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1	200	OK	-	-	-	(empty)	-	-	-	-	-	F0xwFwGhpyZF5BH95	application/octet-stream
1378427903.203056	CUllXG1xfbi2u5U533	192.168.54.10	1036	74.125.28.82	80	1	GET	techprevue.googlecode.com	/files/jquery.ias.min.js	http://www.recipebox.tv/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1666	403	Forbidden	-	-	-	(empty)	-	-	-	-	-	FKYb011Uvwl2d87JSb	text/html
1378427903.879435	CRKP7KZYUkaeSfl	192.168.54.10	1042	108.162.232.202	80	1	GET	crl.globalsign.net	/root.crl	-	Microsoft-CryptoAPI/5.131.2600.2180	0	469	200	OK	-	-	-	(empty)	-	-	-	-	-	FjLYlp1qHFVLI7lqzj	binary
1378427904.13222	C23pJ31QCViVSGbZ06	192.168.54.10	1043	108.162.232.196	80	1	GET	crl.globalsign.com	/gs/gsorganizationvalg2.crl	-	Microsoft-CryptoAPI/5.131.2600.2180	0	28602	200	OK	-	-	-	(empty)	-	-	-	-	-	FyiPWg1g3lDRLo7xa2	binary
1378427904.251668	CAyuPg24Dbz958c2h2	192.168.54.10	1044	198.172.88.65	80	1	GET	w.sharethis.com	/button/buttons.js	http://www.recipebox.tv/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	124069	200	OK	-	-	-	(empty)	-	-	-	-	-	FRpj8m2vJr8ZDDmJ86	text/plain
1378427905.152426	CbA9MA2SZ7cSiqJc8	192.168.54.10	1045	74.125.224.218	80	1	GET	pagead2.googlesyndication.com	/pagead/show_ads.js	http://www.recipebox.tv/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	19671	200	OK	-	-	-	(empty)	-	-	-	-	-	FbIzEV2ws2zhk8U9aj	text/plain
1378427905.212784	CbA9MA2SZ7cSiqJc8	192.168.54.10	1045	74.125.224.218	80	2	GET	pagead2.googlesyndication.com	/pagead/js/r20130903/r20130206/show_ads_impl.js	http://www.recipebox.tv/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	79639	200	OK	-	-	-	(empty)	-	-	-	-	-	FgG8oivKocIfYV0Qa	text/plain
1378427905.269533	C8CCgY3Mgm2yGEelle	192.168.54.10	1047	74.125.224.218	80	1	GET	googleads.g.doubleclick.net	/pagead/html/r20130903/r20130206/zrt_lookup.html	http://www.recipebox.tv/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	9722	200	OK	-	-	-	(empty)	-	-	-	-	-	FQL9Fz2bi4HlJYHrrk	text/html
1378427905.317367	CbA9MA2SZ7cSiqJc8	192.168.54.10	1045	74.125.224.218	80	3	GET	pagead2.googlesyndication.com	/pagead/show_ads.js	http://www.recipebox.tv/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	0	304	Not Modified	-	-	-	(empty)	-	-	-	-	-	-	-
1378427905.317787	C9bWtq27ETUZMvgPCb	192.168.54.10	1050	74.125.224.75	80	1	GET	3.bp.blogspot.com	/-PUtVMosrr50/UYIRJbshSrI/AAAAAAAAABc/u_-rpta4lmw/s1600/logo.gif	http://www.recipebox.tv/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	14887	200	OK	-	-	-	(empty)	-	-	-	-	-	FQ990F304lgO4obUe7	image/gif
1378427905.319138	CjFch13JuRszqzzTNi	192.168.54.10	1053	74.125.129.191	80	1	GET	img2.blogblog.com	/img/icon18_edit_allbkg.gif	http://www.recipebox.tv/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	162	200	OK	-	-	-	(empty)	-	-	-	-	-	FEoucWLf8Tn4qxzK5	image/gif
1378427905.318809	CsOJiS2O6eQfD8DIAl	192.168.54.10	1048	74.125.129.191	80	1	GET	img1.blogblog.com	/img/icon18_wrench_allbkg.png	http://www.recipebox.tv/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	475	200	OK	-	-	-	(empty)	-	-	-	-	-	FMP2wCc6VE1HrfNvh	image/png
1378427905.32383	Cj71B74BVyS4OFeRGb	192.168.54.10	1054	74.125.224.42	80	1	GET	1.bp.blogspot.com	/-M3mFm1pxvkA/UdB-BvlHNmI/AAAAAAAAAHk/eGdvJ8mMlvk/s320/mil+hojas+de+papa.jpg	http://www.recipebox.tv/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	32288	200	OK	-	-	-	(empty)	-	-	-	-	-	F4dDaG35jzjBhrgfBa	image/jpeg
1378427905.325449	CczRX83ByDGX1TINdi	192.168.54.10	1057	74.125.224.75	80	1	GET	3.bp.blogspot.com	/-mbFvyGG3v3Y/UakWJ29-2sI/AAAAAAAAAGk/uw-cMTzl_m4/s320/wok.JPG	http://www.recipebox.tv/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	37038	200	OK	-	-	-	(empty)	-	-	-	-	-	FIfX884NOV5aLEJ4Je	image/jpeg
1378427905.324193	CXTilg3Vhfa0jJkdFh	192.168.54.10	1055	74.125.224.75	80	1	GET	2.bp.blogspot.com	/-DPfBCnmgAyg/Ua9Us8GOdgI/AAAAAAAAAHQ/Ewfg2_5OCPU/s320/Cerdo+a+la+naranja3.jpg	http://www.recipebox.tv/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	32494	200	OK	-	-	-	(empty)	-	-	-	-	-	FEzkXF2ywS4Ui7BEoc	image/jpeg
1378427905.372741	CyY6Dm40cMkpxubopk	192.168.54.10	1058	74.125.224.75	80	1	GET	3.bp.blogspot.com	/-8FTuZ5GAxYc/UdDQUQpJZsI/AAAAAAAAAH0/_bmkT51dNjM/s320/fidein.jpg	http://www.recipebox.tv/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	44019	200	OK	-	-	-	(empty)	-	-	-	-	-	FnMV6k3lr3FvWNaTM1	image/jpeg
