#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-09-55-10
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1374188141.66736	ClZppX1QNwGL37Qymg	192.168.8.10	1030	184.168.221.26	80	1	GET	www.enterdagame.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	-	-
1374188141.800248	Cva0qESRxwuGSY2og	192.168.8.10	1031	129.121.137.227	80	1	GET	www.stealporn.com	/video/638/petite-teen-with-huge-tits-gets-pounded	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	30453	200	OK	-	-	-	(empty)	-	-	-	-	-	FQIvrM2RvPTM1xVf1b	text/html
1374188142.329193	ClEWJEqq5NMiioBE7	192.168.8.10	1032	129.121.137.227	80	1	GET	www.stealporn.com	/templates/frontend/orange/css/style_menu.css	http://www.stealporn.com/video/638/petite-teen-with-huge-tits-gets-pounded	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1060	200	OK	-	-	-	(empty)	-	-	-	-	-	FGh8XZ3lgA3GJOtRJd	text/plain
1374188142.429332	ClEWJEqq5NMiioBE7	192.168.8.10	1032	129.121.137.227	80	2	GET	www.stealporn.com	/templates/frontend/orange/css/style_ie6.css	http://www.stealporn.com/video/638/petite-teen-with-huge-tits-gets-pounded	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	589	200	OK	-	-	-	(empty)	-	-	-	-	-	FKObBB15XlsOctjNK2	text/plain
1374188142.231625	Cva0qESRxwuGSY2og	192.168.8.10	1031	129.121.137.227	80	2	GET	www.stealporn.com	/templates/frontend/orange/css/style.css	http://www.stealporn.com/video/638/petite-teen-with-huge-tits-gets-pounded	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43136	200	OK	-	-	-	(empty)	-	-	-	-	-	FasX761u74Ow6ZjAO4	text/plain
1374188142.570778	ClEWJEqq5NMiioBE7	192.168.8.10	1032	129.121.137.227	80	3	GET	www.stealporn.com	/templates/frontend/orange/js/jquery-1.2.6.pack.js	http://www.stealporn.com/video/638/petite-teen-with-huge-tits-gets-pounded	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	31033	200	OK	-	-	-	(empty)	-	-	-	-	-	FrET4eUCeCYBoOZcg	text/plain
1374188142.843312	Cva0qESRxwuGSY2og	192.168.8.10	1031	129.121.137.227	80	3	GET	www.stealporn.com	/templates/frontend/orange/js/jquery.livequery.pack.js	http://www.stealporn.com/video/638/petite-teen-with-huge-tits-gets-pounded	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2602	200	OK	-	-	-	(empty)	-	-	-	-	-	FEUfEu1fGgbx1RWjMa	text/plain
1374188142.959651	ClEWJEqq5NMiioBE7	192.168.8.10	1032	129.121.137.227	80	4	GET	www.stealporn.com	/templates/frontend/orange/js/jquery.rotator-0.2.js	http://www.stealporn.com/video/638/petite-teen-with-huge-tits-gets-pounded	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1328	200	OK	-	-	-	(empty)	-	-	-	-	-	Frt59O3JJX2Nc3C9Ol	text/plain
1374188143.064459	Cva0qESRxwuGSY2og	192.168.8.10	1031	129.121.137.227	80	4	GET	www.stealporn.com	/templates/frontend/orange/js/jquery.avs-0.2.js	http://www.stealporn.com/video/638/petite-teen-with-huge-tits-gets-pounded	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	11778	200	OK	-	-	-	(empty)	-	-	-	-	-	FDKsYr1vziTvZO1RX7	text/plain
1374188143.190347	ClEWJEqq5NMiioBE7	192.168.8.10	1032	129.121.137.227	80	5	GET	www.stealporn.com	/templates/frontend/orange/js/jscroller2-1.5.js	http://www.stealporn.com/video/638/petite-teen-with-huge-tits-gets-pounded	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5332	200	OK	-	-	-	(empty)	-	-	-	-	-	FjXxFq1J92WIwxQ9o5	text/plain
1374188143.322521	Cva0qESRxwuGSY2og	192.168.8.10	1031	129.121.137.227	80	5	GET	www.stealporn.com	/templates/frontend/orange/images/logo.png	http://www.stealporn.com/video/638/petite-teen-with-huge-tits-gets-pounded	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2855	200	OK	-	-	-	(empty)	-	-	-	-	-	FfhdZH2d0kbI2Lyesb	image/gif
