#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-08-29
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1384112373.730976	CokjFE1IqSJRzpmnN	192.168.29.10	1058	74.125.224.90	80	1	GET	googleads.g.doubleclick.net	/pagead/drt/s?v=r20120211	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	137	200	OK	-	-	-	(empty)	-	-	-	-	-	FSsswq2gUl0XelqrKk	text/html
1384112373.744546	CDOsl31wNgwwxARkc6	192.168.29.10	1056	74.125.224.90	80	3	GET	pagead2.googlesyndication.com	/pagead/images/adchoices/icon.png	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	295	200	OK	-	-	-	(empty)	-	-	-	-	-	FqWuIj4FO8V47u8lK6	image/png
1384112373.747094	CntDnd2CF0N31HokL3	192.168.29.10	1054	165.254.105.96	80	3	GET	i.crackedcdn.com	/ui/shared/images/2013/global/layout/module_shadow.png	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	388	200	OK	-	-	-	(empty)	-	-	-	-	-	FX329F3nzNsYoeMX4j	image/png
1384112373.786934	CPi2Rhcp7JtvHzHOa	192.168.29.10	1040	165.254.105.96	80	8	GET	i.crackedcdn.com	/phpimages/article/6/7/1/206671.jpg?v=1	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	35387	200	OK	-	-	-	(empty)	-	-	-	-	-	FAeYrg1tYNiZbZj6Pe	image/jpeg
1384112373.787448	CJkMsr1uRq0svWL3z2	192.168.29.10	1038	165.254.105.96	80	8	GET	i.crackedcdn.com	/phpimages/article/6/7/2/206672.jpg?v=1	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	3812	200	OK	-	-	-	(empty)	-	-	-	-	-	FBkAji3a9k3OOO2yY7	image/jpeg
1384112373.820961	C4SScg26gxsD5W6I99	192.168.29.10	1052	165.254.105.96	80	6	GET	i.crackedcdn.com	/ui/shared/images/2013/global/layout/bg_tab_timeline.png	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	169	200	OK	-	-	-	(empty)	-	-	-	-	-	F2c6rVp6Uk4IM9I99	image/png
1384112373.849986	Cfi6AfF87uYwGcHJ2	192.168.29.10	1039	165.254.105.96	80	8	GET	i.crackedcdn.com	/ui/shared/images/2013/global/layout/bg_footer_top.png	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	550	200	OK	-	-	-	(empty)	-	-	-	-	-	FLjC0e3TLUc4qyCQW	image/png
1384112373.851226	CntDnd2CF0N31HokL3	192.168.29.10	1054	165.254.105.96	80	4	GET	i.crackedcdn.com	/ui/shared/images/2013/global/layout/shadow_footer_top.png	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	152	200	OK	-	-	-	(empty)	-	-	-	-	-	FQweAPHNDyYicElZ2	image/png
1384112373.852673	CPi2Rhcp7JtvHzHOa	192.168.29.10	1040	165.254.105.96	80	9	GET	i.crackedcdn.com	/ui/shared/images/2013/global/layout/line_footer_divider_vertical.png	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	146	200	OK	-	-	-	(empty)	-	-	-	-	-	FbrvyD4VkLjzPQQYi2	image/png
1384112373.880384	CpMKnG1YKh73ucZnk6	192.168.29.10	1063	93.184.216.139	80	1	GET	platform.twitter.com	/widgets.js	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	95761	200	OK	-	-	-	(empty)	-	-	-	-	-	F4TgRzOp3aUiS4Iog	text/plain
1384112373.880687	Cv6HWrTzNak4cI2v6	192.168.29.10	1062	12.129.210.71	80	1	GET	bs.serving-sys.com	/BurstingPipe/adServer.bs?cn=rsb&c=28&pli=8354990&PluID=0&w=300&h=250&ncu=$$http://adclick.g.doubleclick.net/aclk?sa=L&ai=BDzN-gOB_Us-5E4SYkwTW6IHQA5CZhbUEAAAAEAEgsLHCHzgAWLClj-htYMmm7ozkpMATsgEPd3d3LmNyYWNrZWQuY29tugEJZ2ZwX2ltYWdlyAEJ2gEXaHR0cDovL3d3dy5jcmFja2VkLmNvbS_AAgLgAgDqAhovNjExNy9kbWQuY3JhY2tlZC9ob21lcGFnZfgCgtIekAOkA5gDpAOoAwHQBJBO4AQBoAYW&num=0&sig=AOD64_3txE0Pv7OhyyuEOkTPR1E6XX5nRw&client=ca-pub-2379412372706990&adurl=$$&ord=1761760766&ifrm=1	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	5515	200	OK	-	-	-	(empty)	-	-	-	-	-	Fjf7Bd1eDvADVltjO3	text/plain
1384112373.832425	CI17NufInQf63ekV	192.168.29.10	1060	8.39.37.21	80	1	GET	optimized-by.rubiconproject.com	/a/8737/21318/91547-15.js?&cb=0.44027525410596813&tk_st=1&rf=http://www.cracked.com/&rp_s=c&p_screen_res=800x600	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1951	200	OK	-	-	-	(empty)	-	-	-	-	-	FGRC4b4NzGXQtn4Saa	text/html
1384112373.825546	Ca2bwsZaEPjyeN0Y	192.168.29.10	1059	74.125.224.91	80	1	GET	ad.doubleclick.net	/ad/N3220.demandmedia.comOX4765/B7559514.28;sz=1x1;pc=[TPAS_ID];ord=1596561899?	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	0	302	Moved Temporarily	-	-	-	(empty)	-	-	-	-	-	-	-
1384112374.03828	C7T57E1lMA7z7UUey9	192.168.29.10	1064	74.125.224.187	80	1	GET	s0.2mdn.net	/viewad/1679522/1x1.gif	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FFiXwe3ilyTLIx4sQ6	image/gif
1384112374.038968	CtKnR812SzOz9X7eN3	192.168.29.10	1067	165.254.105.139	80	1	GET	tap-cdn.rubiconproject.com	/partner/scripts/rubicon/alice.js?pc=8737/21318&ptc=91547	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	19769	200	OK	-	-	-	(empty)	-	-	-	-	-	F0B6g54XDmtqCekila	text/plain
1384112374.038769	CRCsA61a7poYoAVgV3	192.168.29.10	1068	165.254.105.146	80	1	GET	tap2-cdn.rubiconproject.com	/partner/scripts/rubicon/emily.html?rtb_ext=1&pc=8737/21318&geo=na&co=us	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	16372	200	OK	-	-	-	(empty)	-	-	-	-	-	FHlO843mvQU48UJBK5	text/html
1384112374.040723	CJkMsr1uRq0svWL3z2	192.168.29.10	1038	165.254.105.96	80	9	GET	i.crackedcdn.com	/ui/shared/images/2013/global/icons/blue_dot_homepage.png	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1484	200	OK	-	-	-	(empty)	-	-	-	-	-	FRHzUx3igWfIl47qa	image/png
1384112374.038548	CZfN2i2pt3YRmmvRX3	192.168.29.10	1066	216.156.147.25	80	1	GET	b.scorecardresearch.com	/beacon.js	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1900	200	OK	-	-	-	(empty)	-	-	-	-	-	FcvLd01yacPUqTEgH8	text/plain
1384112374.042332	Cvcsjk2Iq7ysJ9cAn9	192.168.29.10	1065	68.67.151.41	80	1	GET	ad.thewheelof.com	/st?ad_type=ad&ad_size=300x250&section=2669560&pub_url=http://www.cracked.com/	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	365	200	OK	-	-	-	(empty)	-	-	-	-	-	FpQWyExwwGXMPYERd	text/plain
1384112374.084322	CcWKza1mQYhRCK0Uk9	192.168.29.10	1070	216.156.147.9	80	1	GET	ds.serving-sys.com	/BurstingCachedScripts//Ad_2_9_2_0/ebStdBanner.js	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	106920	200	OK	-	-	-	(empty)	-	-	-	-	-	FZ7Hbi1k0f6mXzjCVb	text/plain
1384112374.152558	CZfN2i2pt3YRmmvRX3	192.168.29.10	1066	216.156.147.25	80	2	GET	b.scorecardresearch.com	/b?c1=8&c2=6135404&c3=1000&c4=21318&c10=3709826&ns__t=1384126640656&ns_c=windows-1252&c8=&c7=http://www.cracked.com/&c9=	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	0	302	Moved Temporarily	-	-	-	(empty)	-	-	-	-	-	-	-
1384112374.201257	CaK1Kj2mvHaPAVQwi1	192.168.29.10	1072	184.72.35.156	80	1	GET	api.bizographics.com	/v2/profile.redirect?api_key=d8635cdd75eb4f83917f2c953bc214f0&callback_url=http://tap.rubiconproject.com/oz/feeds/bizo/profile?	http://tap2-cdn.rubiconproject.com/partner/scripts/rubicon/emily.html?rtb_ext=1&pc=8737/21318&geo=na&co=us	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	0	302	Moved Temporarily	-	-	-	(empty)	-	-	-	-	-	-	-
1384112374.199899	CZfN2i2pt3YRmmvRX3	192.168.29.10	1066	216.156.147.25	80	3	GET	b.scorecardresearch.com	/b2?c1=8&c2=6135404&c3=1000&c4=21318&c10=3709826&ns__t=1384126640656&ns_c=windows-1252&c8=&c7=http://www.cracked.com/&c9=	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	0	204	No Content	-	-	-	(empty)	-	-	-	-	-	-	-
1384112374.213587	CaK1Kj2mvHaPAVQwi1	192.168.29.10	1072	184.72.35.156	80	2	GET	api.bizographics.com	/v2/profile.redirect?api_key=d8635cdd75eb4f83917f2c953bc214f0&callback_url=http://tap.rubiconproject.com/oz/feeds/bizo/profile?&3pc=true	http://tap2-cdn.rubiconproject.com/partner/scripts/rubicon/emily.html?rtb_ext=1&pc=8737/21318&geo=na&co=us	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	0	302	Moved Temporarily	-	-	-	(empty)	-	-	-	-	-	-	-
1384112374.21383	CDBIsxgvWpb2XZTI6	192.168.29.10	1074	69.89.76.20	80	1	GET	connexity.net	/c/cse?a=Q&B=17	http://tap2-cdn.rubiconproject.com/partner/scripts/rubicon/emily.html?rtb_ext=1&pc=8737/21318&geo=na&co=us	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	44	200	OK	-	-	-	(empty)	-	-	-	-	-	FE3w5B1H3vYsc3CcMf	image/gif
1384112374.268869	CcWKza1mQYhRCK0Uk9	192.168.29.10	1070	216.156.147.9	80	2	GET	ds.serving-sys.com	/BurstingRes///Site-33492/Type-2/6be09c27-ac5a-42e6-9d6b-e115d14b49da.swf	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	32544	200	OK	-	-	-	(empty)	-	-	-	-	-	FvNtH51lJBIqdV4l8c	application/x-shockwave-flash
1384112374.241532	CzpmJzhOadFDPcS71	192.168.29.10	1073	68.67.151.106	80	1	GET	ib.adnxs.com	/ptj?member=32&size=300x250&inv_code=2669560&referrer=http://www.cracked.com/&redir=http://ad.yieldmanager.com/st?anmember=32&anprice={PRICEBUCKET}&ad_type=ad&ad_size=300x250&section=2669560&pub_url=http://www.cracked.com/	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	0	302	Found	-	-	-	(empty)	-	-	-	-	-	-	-
1384112374.285782	CauzcI1Q4V8vNwWRQ6	192.168.29.10	1077	216.156.147.9	80	1	GET	ds.serving-sys.com	/BurstingRes/CustomScripts/AdChoice.js?adid=17556438&flightid=8354990&coid=932&nid=4202&delay_start=1	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	4927	200	OK	-	-	-	(empty)	-	-	-	-	-	Fmouie3bfOPfquJa4c	text/plain
1384112374.246038	CyAnth2n2HskOHFyv9	192.168.29.10	1071	69.25.24.26	80	1	GET	tap.rubiconproject.com	/oz/feeds/dotomi-rtb/tokens/?rt=pixel	http://tap2-cdn.rubiconproject.com/partner/scripts/rubicon/emily.html?rtb_ext=1&pc=8737/21318&geo=na&co=us	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	0	302	Moved Temporarily	-	-	-	(empty)	-	-	-	-	-	-	-
1384112374.287967	CLeaMI1rqnzf6Sxgy6	192.168.29.10	1075	64.12.152.16	80	1	GET	pcm3.map.pulsemgr.com	/uds/pc?ptnr=21280&sig=6f737abf3f6bb5f84a1ad1dc0be05ab8	http://tap2-cdn.rubiconproject.com/partner/scripts/rubicon/emily.html?rtb_ext=1&pc=8737/21318&geo=na&co=us	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FQYIo320y8DJlr1S83	image/gif
1384112374.360266	CCNjUwqO4CdiqwVf1	192.168.29.10	1079	23.62.228.51	80	1	GET	fpdownload2.macromedia.com	/get/flashplayer/update/current/xml/version_en_win_ax.xml	-	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1385	200	OK	-	-	-	(empty)	-	-	-	-	-	FiiXZU3kg2u2nnXLv1	text/plain
1384112374.359415	CqqutK1Rxx9tXbMg51	192.168.29.10	1078	216.39.55.12	80	1	GET	ad.yieldmanager.com	/st?anmember=32&anprice=&ad_type=ad&ad_size=300x250&section=2669560&pub_url=http://www.cracked.com/	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	5078	200	OK	-	-	-	(empty)	-	-	-	-	-	F4PRY12it52EKHrcG9	text/plain
1384112374.315253	CPYdvG1znrXVcLAeG6	192.168.29.10	1076	69.25.24.26	80	1	GET	tap.rubiconproject.com	/oz/feeds/bizo/profile?&company_size=medium&group=business_professional&industry=manufacturing&industry=manufacturing_computer_equipment&location=california	http://tap2-cdn.rubiconproject.com/partner/scripts/rubicon/emily.html?rtb_ext=1&pc=8737/21318&geo=na&co=us	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	0	302	Moved Temporarily	-	-	-	(empty)	-	-	-	-	-	-	-
1384112374.426901	CyXYazH7IobAP1dG7	192.168.29.10	1080	8.39.37.25	80	1	GET	pixel.rubiconproject.com	/tap.php?v=12774||13004||13136||	http://tap2-cdn.rubiconproject.com/partner/scripts/rubicon/emily.html?rtb_ext=1&pc=8737/21318&geo=na&co=us	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	49	200	OK	-	-	-	(empty)	-	-	-	-	-	FcNmxg3Mp69wGeU4bk	image/gif
1384112374.439988	CL2y5l148oCiYFnQQ7	192.168.29.10	1081	66.151.150.249	80	1	GET	rubicon-match.dotomi.com	/rubicon/match?nuid=85ce63d241febf8af65f2c53e93b0079767c0eee	http://tap2-cdn.rubiconproject.com/partner/scripts/rubicon/emily.html?rtb_ext=1&pc=8737/21318&geo=na&co=us	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	0	302	Found	-	-	-	(empty)	-	-	-	-	-	-	-
1384112374.445327	CL2y5l148oCiYFnQQ7	192.168.29.10	1081	66.151.150.249	80	2	GET	rubicon-match.dotomi.com	/rubicon/match?dtm_test=369b5b9dc6820515&nuid=85ce63d241febf8af65f2c53e93b0079767c0eee	http://tap2-cdn.rubiconproject.com/partner/scripts/rubicon/emily.html?rtb_ext=1&pc=8737/21318&geo=na&co=us	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	0	302	Found	-	-	-	(empty)	-	-	-	-	-	-	-
1384112374.533421	CZXsmn1f4V2U1EZP32	192.168.29.10	1082	66.151.150.249	80	1	GET	dtm.cabelas.com	/rubicon/match?fpc=2122&pnid=12783&nuid=85ce63d241febf8af65f2c53e93b0079767c0eee&trid=873702044393142024&fpctok=1&nuid=85ce63d241febf8af65f2c53e93b0079767c0eee	http://tap2-cdn.rubiconproject.com/partner/scripts/rubicon/emily.html?rtb_ext=1&pc=8737/21318&geo=na&co=us	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	0	204	No Content	-	-	-	(empty)	-	-	-	-	-	-	-
1384112374.622846	CqqutK1Rxx9tXbMg51	192.168.29.10	1078	216.39.55.12	80	2	GET	ad.yieldmanager.com	/imp?Z=300x250&anmember=32&anprice=&u=http://www.cracked.com/&s=2669560&_salt=2524264428&B=10&H=&M=3&r=0	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	0	302	Found	-	-	-	(empty)	-	-	-	-	-	-	-
1384112374.647869	CbHDu9UXg0SjXJue2	192.168.29.10	1083	216.39.55.12	80	1	GET	ad.yieldmanager.com	/get-user-id?ver=2&s=2669560&ts=1384112257&sig=8172e50c887c67d9	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	0	302	Found	-	-	-	(empty)	-	-	-	-	-	-	-
1384112374.690728	CqZGtdhW9jHZtHSb2	192.168.29.10	1085	98.136.10.33	80	1	GET	cookex.amp.yahoo.com	/v2/cexposer/SIG=14esidq5n/*http://ad.yieldmanager.com/imp?Z=300x250&anmember=32&anprice=&u=http://www.cracked.com/&s=2669560&_salt=2524264428&B=10&H=&M=3&r=0	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	89	302	Found	-	-	-	(empty)	-	-	-	-	-	Fhsc6s3jUqJiHM4Br7	text/plain
1384112374.679253	C5QiLbWzFJDZulxm2	192.168.29.10	1084	74.125.239.18	80	1	GET	www.google.com	/pagead/drt/ui	-	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	304	302	Found	-	-	-	(empty)	-	-	-	-	-	FzUeQ13RH63aSf2uMh	text/html
1384112374.742089	Csa3dbUXvBpbFmaO7	192.168.29.10	1086	216.39.55.12	80	1	GET	cookiex.ngd.yahoo.com	/v2/cexposer/SIG=12trrrk00/*http://ad.yieldmanager.com/get-user-id?ver=2&s=2669560&ts=1384112257&sig=8172e50c887c67d9	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	0	302	Found	-	-	-	(empty)	-	-	-	-	-	-	-
1384112374.772696	CbHDu9UXg0SjXJue2	192.168.29.10	1083	216.39.55.12	80	2	GET	ad.yieldmanager.com	/get-user-id?ver=2&s=2669560&ts=1384112257&sig=8172e50c887c67d9&SIG=10vf1oupt;x-cookie=5yr23a597ib41&o=3&f=h1	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1384112374.741492	CqqutK1Rxx9tXbMg51	192.168.29.10	1078	216.39.55.12	80	3	GET	ad.yieldmanager.com	/imp?Z=300x250&anmember=32&anprice=&u=http://www.cracked.com/&s=2669560&_salt=2524264428&B=10&H=&M=3&r=0&SIG=10vmoqpki;x-cookie=9ub37qy97ib41&o=3&f=u7	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	877	200	OK	-	-	-	(empty)	-	-	-	-	-	FiWCNy1SJLkswGFC2j	text/plain
1384112374.909939	Cvcsjk2Iq7ysJ9cAn9	192.168.29.10	1065	68.67.151.41	80	2	GET	ad.thewheelof.com	/iframe3?DYEJAPi7KAAG49QAAAAAAEm2EAAAAAAAAgAAAAIAAAAAAP8AAAABDHnTLgAAAAAAST0XAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABO4AEAAAAAAAIAAgAAgD8AAAAAAAAA6D8AAAAAAADoPwAAAAAAAOg.AAAAAAAA6D8AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACbjC-hAcXIDjV1WfZVJ64eYJRFySPUMx7zDOjXAAAAAA==,,http://www.cracked.com/,B=10&H=&M=3&Z=300x250&_salt=2524264428&anmember=32&anprice=&r=0&s=2669560,8e09c48a-4a3f-11e3-93dd-9f6c4b38b67e,1384112257764	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	0	302	Found	-	-	-	(empty)	-	-	-	-	-	-	-
1384112374.956884	CG45wk1GNVhUVx1QT4	192.168.29.10	1088	23.5.5.163	80	1	GET	crl.geotrust.com	/crls/secureca.crl	-	Microsoft-CryptoAPI/5.131.2600.2180	0	1714	200	OK	-	-	-	(empty)	-	-	-	-	-	F5JU0S1Pe1oDMd7DT9	binary
1384112374.977509	CG45wk1GNVhUVx1QT4	192.168.29.10	1088	23.5.5.163	80	2	GET	crl.geotrust.com	/crls/gtglobal.crl	-	Microsoft-CryptoAPI/5.131.2600.2180	0	554	200	OK	-	-	-	(empty)	-	-	-	-	-	Fn6hxz2xDpl5VdojCj	binary
1384112374.958382	CbHDu9UXg0SjXJue2	192.168.29.10	1083	216.39.55.12	80	3	GET	ad.yieldmanager.com	/iframe3?DYEJAPi7KAAG49QAAAAAAEm2EAAAAAAAAgAAAAIAAAAAAP8AAAABDHnTLgAAAAAAST0XAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABO4AEAAAAAAAIAAgAAgD8AAAAAAAAA6D8AAAAAAADoPwAAAAAAAOg.AAAAAAAA6D8AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACbjC-hAcXIDjV1WfZVJ64eYJRFySPUMx7zDOjXAAAAAA==,,http://www.cracked.com/,B=10&H=&M=3&Z=300x250&_salt=2524264428&anmember=32&anprice=&r=0&s=2669560,8e09c48a-4a3f-11e3-93dd-9f6c4b38b67e,1384112257764	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	826	200	OK	-	-	-	(empty)	-	-	-	-	-	FELAWD11kjJReUgifb	text/html
1384112374.247163	CSZOi81X73OvqEmU54	192.168.29.10	1069	176.102.38.72	80	1	GET	i.crackedcdm.com	/i.php	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	440	200	OK	-	-	-	(empty)	-	-	-	-	-	Fjvrdpt3duwO6Gqel	text/plain
1384112375.026331	CxuaTKLtCGGPGst45	192.168.29.10	1089	74.125.224.163	80	1	GET	pki.google.com	/GIAG2.crl	-	Microsoft-CryptoAPI/5.131.2600.2180	0	706	200	OK	-	-	-	(empty)	-	-	-	-	-	FWbGGc2LrjHymbPD01	binary
1384112375.036172	CPp6aNgVJ6iCjzSka	192.168.29.10	1090	68.142.253.72	80	1	GET	a1.interclick.com	/getInPageJS.aspx?a=51&b=12713&cid=634684534703504397	http://ad.yieldmanager.com/iframe3?DYEJAPi7KAAG49QAAAAAAEm2EAAAAAAAAgAAAAIAAAAAAP8AAAABDHnTLgAAAAAAST0XAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABO4AEAAAAAAAIAAgAAgD8AAAAAAAAA6D8AAAAAAADoPwAAAAAAAOg.AAAAAAAA6D8AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACbjC-hAcXIDjV1WfZVJ64eYJRFySPUMx7zDOjXAAAAAA==,,http%3A%2F%2Fwww.cracked.com%2F,B%3D10%26H%3D%26M%3D3%26Z%3D300x250%26_salt%3D2524264428%26anmember%3D32%26anprice%3D%26r%3D0%26s%3D2669560,8e09c48a-4a3f-11e3-93dd-9f6c4b38b67e,1384112257764	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	6352	200	OK	-	-	-	(empty)	-	-	-	-	-	FIWmsk3v8h02y6Lgz3	text/plain
1384112375.045446	C4SScg26gxsD5W6I99	192.168.29.10	1052	165.254.105.96	80	7	GET	i.crackedcdn.com	/ui/mashed/common_footer-YjVmMmJiMmY.js	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	70578	200	OK	-	-	-	(empty)	-	-	-	-	-	FKs62L3JQYGh2OC2ad	text/plain
1384112375.074189	CPp6aNgVJ6iCjzSka	192.168.29.10	1090	68.142.253.72	80	2	GET	a1.interclick.com	/getInPageJSProcess.aspx?a=51&b=12713&cid=634684534703504397&isif=t&rurld=www.cracked.com&sl=false&dvp=http://www.cracked.com/&rurl=http://www.cracked.com/	http://ad.yieldmanager.com/iframe3?DYEJAPi7KAAG49QAAAAAAEm2EAAAAAAAAgAAAAIAAAAAAP8AAAABDHnTLgAAAAAAST0XAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABO4AEAAAAAAAIAAgAAgD8AAAAAAAAA6D8AAAAAAADoPwAAAAAAAOg.AAAAAAAA6D8AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACbjC-hAcXIDjV1WfZVJ64eYJRFySPUMx7zDOjXAAAAAA==,,http%3A%2F%2Fwww.cracked.com%2F,B%3D10%26H%3D%26M%3D3%26Z%3D300x250%26_salt%3D2524264428%26anmember%3D32%26anprice%3D%26r%3D0%26s%3D2669560,8e09c48a-4a3f-11e3-93dd-9f6c4b38b67e,1384112257764	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	2192	200	OK	-	-	-	(empty)	-	-	-	-	-	FNk2Zc4SfMQCiJto8b	text/plain
1384112375.714576	CpMKnG1YKh73ucZnk6	192.168.29.10	1063	93.184.216.139	80	2	GET	platform.twitter.com	/widgets/follow_button.1383953108.html	http://www.cracked.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	79584	200	OK	-	-	-	(empty)	-	-	-	-	-	FWaxcD1gs0abm2GRD9	text/html
