#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	conn
#open	2014-04-03-10-07-56
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_bytes	resp_bytes	conn_state	local_orig	missed_bytes	history	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes	tunnel_parents
#types	time	string	addr	port	addr	port	enum	string	interval	count	count	string	bool	count	string	count	count	count	count	table[string]
1362647733.014088	Cv5PrDeTIUbvGatw1	192.168.106.10	1041	4.2.2.3	53	udp	dns	0.406400	74	130	SF	-	0	Dd	2	130	2	186	(empty)
1362647725.535712	CZPIfE1eetILWyon1a	192.168.106.10	1029	4.2.2.3	53	udp	dns	7.635222	119	217	SF	-	0	Dd	4	231	4	329	(empty)
1362647733.421287	CXAKtNDHsKF87tqr	192.168.106.10	1044	174.120.9.252	80	tcp	http	9.408675	760	19655	RSTO	-	0	ShADadfR	16	1408	19	20423	(empty)
1362647733.172132	CRfiA91OpHEBsQgAp6	192.168.106.10	1043	174.120.20.157	80	tcp	http	9.658717	358	276	RSTO	-	0	ShADadfR	6	606	4	444	(empty)
1362647726.074847	C9I6sj1I9K4MUDJc19	192.168.106.10	1031	81.201.140.24	80	tcp	http	26.036688	15189	754910	RSTO	-	0	ShADadfR	426	32985	601	778970	(empty)
1362647725.537475	CADrwoDcu17Ej7rj3	192.168.106.10	1030	81.201.140.24	80	tcp	http	26.574474	17688	963820	RSTO	-	0	ShADadfR	521	38536	745	994313	(empty)
1362647755.733692	CiuUMm2NR6FEkitK6f	192.168.106.10	1051	97.74.144.173	80	tcp	http	0.211958	568	132	SF	-	0	ShADadfF	6	816	6	376	(empty)
1362647746.030009	CCfyeS2DERVTetP0jf	192.168.106.10	1046	174.120.9.252	80	tcp	http	11.205684	193	30565	RSTO	-	0	ShADadfR	20	1001	24	31533	(empty)
1362647746.262673	CBef3S3g3o9fuGGXje	192.168.106.10	1048	174.120.9.252	80	tcp	http	11.541922	923	7562	SF	-	0	ShADadfF	11	1371	14	8130	(empty)
1362647746.263092	CRgR1F3jQJYfnYmJ1k	192.168.106.10	1047	174.120.9.252	80	tcp	http	17.013162	1258	87205	SF	-	0	ShADadfF	42	2946	69	89973	(empty)
1362647709.257015	CUzL81kVYLrj9fT54	0.0.0.0	68	255.255.255.255	67	udp	dhcp	0.013274	626	0	S0	-	0	D	2	682	0	0	(empty)
1362647749.780796	CyJJQu2APYz4Qujs5g	192.168.106.10	1041	4.2.2.3	53	udp	dns	9.333231	243	367	SF	-	0	Dd	6	411	6	535	(empty)
1362647709.257457	CTster1xJrPpEhKV45	192.168.106.10	68	192.168.106.1	67	udp	dhcp	13.237119	314	900	SF	-	0	dD	1	342	3	984	(empty)
1362647727.681474	CKh0h9LYbq2Er0vMa	192.168.106.10	1034	239.255.255.250	1900	udp	-	6.117635	399	0	S0	-	0	D	3	483	0	0	(empty)
1362647779.585815	CtZq893qx3J0hx4fsb	192.168.106.10	1054	4.2.2.3	53	udp	dns	0.206607	52	68	SF	-	0	Dd	1	80	1	96	(empty)
1362647731.721684	CROPtZpcvRbxOYQ62	192.168.106.10	1038	54.247.177.249	80	tcp	http	6.084706	1432	42093	S3	-	0	ShADadf	29	2600	37	43581	(empty)
1362647729.457845	CqrpAwQ7eWcfNB9i4	192.168.106.10	1036	74.125.130.95	80	tcp	http	64.714751	269	34094	RSTO	-	0	ShADadR	20	1077	26	35142	(empty)
1362647731.721032	Cbp5pw1qnxPYjg2at7	192.168.106.10	1037	54.247.177.249	80	tcp	http	6.085434	1432	42093	S3	-	0	ShADadf	29	2600	37	43581	(empty)
1362647733.478927	CSG7yP1QLW6Qs9kmNl	192.168.106.10	1045	69.171.242.27	80	tcp	http	0.818563	948	711	S1	-	0	ShADad	7	1236	7	999	(empty)
1362647779.944253	C24Pcb43Znhw6BcXwc	192.168.106.10	1055	78.140.131.158	80	tcp	http	0.415521	316	708	S1	-	0	ShADd	4	484	2	796	(empty)
1362647733.019648	CIrLQ32z97IFdfAd58	192.168.106.10	1042	69.171.242.27	80	tcp	http	1.277956	1264	948	S1	-	0	ShADad	9	1632	9	1316	(empty)
1362647751.745678	CTutPZ33kyNLqm2U1l	192.168.106.10	1049	174.120.242.206	80	tcp	http	12.184681	528	851417	S3	-	0	ShADadf	324	13496	590	875025	(empty)
1362647784.621859	COE4rp4UkGzsxjGH5j	192.168.106.10	1056	175.41.29.181	80	tcp	http	1.168662	273	267	S1	-	0	ShADad	4	441	3	395	(empty)
1362647732.219544	Cg4bWZ1fxB9awHXRN5	192.168.106.10	1040	78.46.15.210	80	tcp	http	2.078100	2512	3692	S1	-	0	ShADad	11	2960	17	4380	(empty)
1362647759.114801	CfgDSM3VuNaXj6Yoqh	192.168.106.10	1052	50.22.131.96	80	tcp	http	6.047886	176	259	S3	-	0	ShADadf	5	384	5	467	(empty)
1362647732.132449	CEciae2KTdimN1v921	192.168.106.10	1039	78.46.15.210	80	tcp	http	2.055924	2512	3735	S1	-	0	ShADad	11	2960	17	4423	(empty)
1362647754.653144	Ck3b6K241eac7dpCgj	192.168.106.10	1050	174.120.242.206	80	tcp	http	6.744432	176	159049	S3	-	0	ShADadf	61	2624	112	163537	(empty)
#close	2014-04-03-10-07-57
