#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	conn
#open	2014-04-03-09-58-44
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_bytes	resp_bytes	conn_state	local_orig	missed_bytes	history	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes	tunnel_parents
#types	time	string	addr	port	addr	port	enum	string	interval	count	count	string	bool	count	string	count	count	count	count	table[string]
1330659014.06379	CuykN244W9BYE8yiPe	192.168.107.10	1030	74.209.212.5	80	tcp	http	0.057337	286	6519	SF	-	0	ShADadfF	7	574	8	6847	(empty)
1330659014.130457	CZohzE3jHVPtum9h0f	192.168.107.10	1031	74.209.212.5	80	tcp	http	0.036952	248	14104	SF	-	0	ShADadfF	12	736	13	14632	(empty)
1330659014.187922	C4riNC3FJBIdAa6dY6	192.168.107.10	1032	74.209.212.5	80	tcp	http	0.058136	248	2920	RSTO	-	0	ShADaRd	6	496	4	3088	(empty)
1330659014.190791	CPwXT31mMggDr8Vb97	192.168.107.10	1033	74.209.212.5	80	tcp	http	0.586409	1535	264108	SF	-	0	ShADadfF	131	7303	187	271596	(empty)
1330659014.239819	C9a6hZ2Ehb9znwbuN4	192.168.107.10	1036	74.209.212.5	80	tcp	http	0.743217	1024	686707	RSTO	-	0	ShADadR	342	15624	474	705675	(empty)
1330659014.061696	Cr59I44tpdJ4yzCEMf	192.168.107.10	1029	4.2.2.3	53	udp	dns	0.138759	71	226	SF	-	0	Dd	2	127	2	282	(empty)
1330659021.273596	CBRguJ1uLPNRKJm824	192.168.107.10	1041	74.209.212.5	80	tcp	http	5.152196	253	32338	RSTO	-	0	ShADadfR	21	1101	26	33386	(empty)
1330658998.238608	Cf2mPDMcMu4MJYOn6	0.0.0.0	68	255.255.255.255	67	udp	dhcp	0.000656	626	0	S0	-	0	D	2	682	0	0	(empty)
1330658998.238911	CYmzUB2Eahv52B0Bf	192.168.107.10	68	192.168.107.1	67	udp	dhcp	12.657217	314	900	SF	-	0	dD	1	342	3	984	(empty)
1330659014.201834	C4aW721J2R3QUwTlnh	192.168.107.10	1034	173.222.214.85	443	tcp	ssl	62.767877	712	7503	RSTO	-	0	ShADadR	10	1120	10	7911	(empty)
1330659014.203337	Ce8vdX28evviniH2bh	192.168.107.10	1035	173.222.214.85	443	tcp	ssl	62.765926	702	4906	RSTO	-	0	ShADadR	9	1070	8	5234	(empty)
1330659016.250854	CmHHqH1L6P6tTx5bB4	192.168.107.10	1039	239.255.255.250	1900	udp	-	6.079549	399	0	S0	-	0	D	3	483	0	0	(empty)
#close	2014-04-03-09-58-44
