#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	dns
#open	2014-04-03-10-57-19
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	trans_id	query	qclass	qclass_name	qtype	qtype_name	rcode	rcode_name	AA	TC	RD	RA	Z	answers	TTLs	rejected
#types	time	string	addr	port	addr	port	enum	count	string	count	string	count	string	count	string	bool	bool	bool	bool	count	vector[string]	vector[interval]	bool
1378409743.734272	C0HBLT2buCojnm32f6	192.168.3.10	1030	4.2.2.3	53	udp	16026	datesearch4.me	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	5.152.201.253	1773.000000	F
1378409744.137379	C0HBLT2buCojnm32f6	192.168.3.10	1030	4.2.2.3	53	udp	35483	mobile.plugrush.com	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	69.55.48.45,69.55.48.101,69.55.48.143,69.55.48.144,69.55.48.176,69.55.48.196,69.55.52.71,69.55.52.84,69.55.52.105,69.55.52.134,69.55.52.137,69.55.52.138,69.55.52.199,69.55.52.200,69.55.48.38	92.000000,92.000000,92.000000,92.000000,92.000000,92.000000,92.000000,92.000000,92.000000,92.000000,92.000000,92.000000,92.000000,92.000000,92.000000	F
1378409744.164209	C0HBLT2buCojnm32f6	192.168.3.10	1030	4.2.2.3	53	udp	26265	hustlerhookups.com	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	95.154.204.180	3600.000000	F
1378409745.718692	C0HBLT2buCojnm32f6	192.168.3.10	1030	4.2.2.3	53	udp	2719	s10.histats.com	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	184.173.167.104,184.173.167.105,184.173.167.106,184.173.167.107,184.173.167.108,184.173.167.109,184.173.167.110	1890.000000,1890.000000,1890.000000,1890.000000,1890.000000,1890.000000,1890.000000	F
1378409745.890364	C0HBLT2buCojnm32f6	192.168.3.10	1030	4.2.2.3	53	udp	37023	s4.histats.com	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	184.173.167.104,184.173.167.105,184.173.167.106,184.173.167.107,184.173.167.108,184.173.167.109,184.173.167.110	1877.000000,1877.000000,1877.000000,1877.000000,1877.000000,1877.000000,1877.000000	F
1378409746.13864	C0HBLT2buCojnm32f6	192.168.3.10	1030	4.2.2.3	53	udp	27293	c0.histats.12mlbe.com	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	195.210.112.16,195.210.112.20,195.210.112.13,195.210.112.14,195.210.112.15	54.000000,54.000000,54.000000,54.000000,54.000000	F
1378409746.305696	C0HBLT2buCojnm32f6	192.168.3.10	1030	4.2.2.3	53	udp	22173	www.google-analytics.com	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	www-google-analytics.l.google.com,74.125.224.197,74.125.224.193,74.125.224.200,74.125.224.206,74.125.224.194,74.125.224.198,74.125.224.192,74.125.224.199,74.125.224.195,74.125.224.196,74.125.224.201	74920.000000,217.000000,217.000000,217.000000,217.000000,217.000000,217.000000,217.000000,217.000000,217.000000,217.000000,217.000000	F
1378409747.232486	C0HBLT2buCojnm32f6	192.168.3.10	1030	4.2.2.3	53	udp	30355	d0.histats.12mlbe.com	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	195.210.112.12	25.000000	F
1378409747.492724	C0HBLT2buCojnm32f6	192.168.3.10	1030	4.2.2.3	53	udp	19088	pu.plugrush.com	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	69.55.52.134,69.55.52.137,69.55.52.138,69.55.52.199,69.55.52.200,69.55.48.38,69.55.48.45,69.55.48.101,69.55.48.143,69.55.48.144,69.55.48.176,69.55.48.196,69.55.52.71,69.55.52.84,69.55.52.105	27.000000,27.000000,27.000000,27.000000,27.000000,27.000000,27.000000,27.000000,27.000000,27.000000,27.000000,27.000000,27.000000,27.000000,27.000000	F
1378409747.523701	C0HBLT2buCojnm32f6	192.168.3.10	1030	4.2.2.3	53	udp	24209	sielsvervoering.sussexcountydivorcelawyer.com	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	67.211.195.195	1223.000000	F
#close	2014-04-03-10-57-19
