#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-46-37
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1371666629.209159	CcFoF34oFWhcu5KN6d	192.168.93.10	1030	46.246.119.155	80	1	GET	ilemi.pe	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	46846	200	OK	-	-	-	(empty)	-	-	-	-	-	FGQqUU2Iv99lT0kAhh	text/troff
1371666629.686501	CgNnKi3biHYzsvlmOb	192.168.93.10	1031	173.194.37.44	80	1	GET	1.bp.blogspot.com	/_h9hhsY9crXk/SYGhJrx3-XI/AAAAAAAAAAM/Rb4cL_EQqYw/s320/tv.gif	http://ilemi.pe/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	76	200	OK	-	-	-	(empty)	-	-	-	-	-	FTDGyq1qU4apptxUbf	image/gif
1371666629.715278	CuSYrx1wHEdLZwQkde	192.168.93.10	1036	173.194.37.44	80	1	GET	2.bp.blogspot.com	/_OePmc8YV3_k/SR3Iu56LKEI/AAAAAAAAAXs/xSbJ0GNQtic/s400/icono_tv.jpg	http://ilemi.pe/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2822	200	OK	-	-	-	(empty)	-	-	-	-	-	Fn3rFv1UxNidwBVDR9	image/jpeg
1371666629.716199	C6eOV64Vq7wCt8bAs1	192.168.93.10	1040	173.194.37.44	80	1	GET	4.bp.blogspot.com	/_h9hhsY9crXk/SYIIponViKI/AAAAAAAAAAc/JVYM_hn9Uzo/s320/basketball.gif	http://ilemi.pe/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	117	200	OK	-	-	-	(empty)	-	-	-	-	-	FL5ZtT2kOFrZshhcu1	image/gif
1371666629.716365	C2Glg81cI0GIWQVJ	192.168.93.10	1041	173.194.37.44	80	1	GET	4.bp.blogspot.com	/_4iMvpn9_EVg/SIHEWclHLjI/AAAAAAAAAEw/Zw_LMuhUP54/s320/50px-F1_chequered_flag.svg.png	http://ilemi.pe/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1112	200	OK	-	-	-	(empty)	-	-	-	-	-	FAwrNV240IsEkRRoGf	image/png
1371666629.720423	Cc9JPOT0gDJwzME64	192.168.93.10	1042	173.194.37.44	80	1	GET	3.bp.blogspot.com	/_h9hhsY9crXk/SYIIp0CXyrI/AAAAAAAAAAk/-XGRau5_u-I/s320/football.gif	http://ilemi.pe/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	225	200	OK	-	-	-	(empty)	-	-	-	-	-	F6x2cw4FPsCnSjhZ23	image/gif
1371666629.722208	CvnmxkRogzFAJnqxj	192.168.93.10	1044	74.125.137.132	80	1	GET	sportsnewsalways.blogspot.de	/?PE=INDEX	http://ilemi.pe/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	45812	200	OK	-	-	-	(empty)	-	-	-	-	-	Fla2BjK0LESuks81c	text/html
1371666629.720641	CETrlq4WEj0sREAUxh	192.168.93.10	1039	174.143.68.170	80	1	GET	www.evisos.com.mx	/images/advertisements/2008/10/09/guantes-para-box-everlast_32759514_1.jpg	http://ilemi.pe/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	184	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	FU3mkb2SGW5Uimm67d	text/html
1371666629.731594	CB4FxN3wipFCckMRPk	192.168.93.10	1045	184.173.167.109	80	1	GET	s10.histats.com	/js15.js	http://ilemi.pe/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	7528	200	OK	-	-	-	(empty)	-	-	-	-	-	FOOD7Y1L6QppfFU0be	text/plain
1371666629.721429	Cp2MC320au9kKz1p5	192.168.93.10	1043	204.13.194.191	80	1	GET	ads.harrenmedianetwork.com	/st?ad_type=iframe&ad_size=468x60&section=4065250&pub_url={lemi.eu}	http://ilemi.pe/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	581	200	OK	-	-	-	(empty)	-	-	-	-	-	FDj1MY3CNVNkB1RY24	text/html
1371666629.715742	CUl94w2RnQmjqZBUvf	192.168.93.10	1037	209.17.69.209	80	1	GET	i46.tinypic.com	/23rkf8h.gif	http://ilemi.pe/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	815	200	OK	-	-	-	(empty)	-	-	-	-	-	FJYD1w4wXxHsGnDZkb	image/gif
1371666629.716047	CQR4rV1UgM34beEf59	192.168.93.10	1034	208.94.2.105	80	1	GET	img190.imageshack.us	/img190/4600/pokerk.png	http://ilemi.pe/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2213	200	OK	-	-	-	(empty)	-	-	-	-	-	Fb9M0t3ufkqn3oMgdd	image/png
1371666629.777528	CJQowm3jlurR7szHSb	192.168.93.10	1047	74.125.137.191	80	1	GET	www.blogger.com	/static/v1/widgets/1832531788-widget_css_bundle.css	http://sportsnewsalways.blogspot.de/?PE=INDEX	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	29471	200	OK	-	-	-	(empty)	-	-	-	-	-	FsAxqX2feOlXWidlm8	text/plain
1371666629.777728	CvT2333gZm6zvDMat7	192.168.93.10	1048	74.125.137.191	80	1	GET	www.blogger.com	/dyn-css/authorization.css?targetBlogID=5205706414932201553&zx=ff9bec16-580f-49b4-b861-d70acca227b5	http://sportsnewsalways.blogspot.de/?PE=INDEX	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1	200	OK	-	-	-	(empty)	-	-	-	-	-	FkqFwj3Qt5USFFv6hh	application/octet-stream
