#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-11-15-01
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1341489203.365889	CV6wPS2M4th7ZQKd24	192.168.52.10	1031	98.124.199.1	80	1	GET	jobbelts.com	/	http://hemispheretrading.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	182	302	Object moved	-	-	-	(empty)	-	-	-	-	-	FeZPylJ8ZEN2I29nk	text/html
1341489202.870008	CxRdwFFwBe52erBeb	192.168.52.10	1030	208.109.181.175	80	1	GET	hemispheretrading.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	104161	200	OK	-	-	-	(empty)	-	-	-	-	-	FRSMmN1eEiRDNy2Yhk	text/html
1341489203.432964	Cy3wUS2JXi1kazqCa	192.168.52.10	1032	208.109.181.175	80	1	GET	www.hemispheretrading.com	/includes/templates/theme210/css/style_imagehover.css	http://hemispheretrading.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	434	200	OK	-	-	-	(empty)	-	-	-	-	-	FR2dvc3yLB0F7Y7Lsf	text/plain
1341489203.432768	CovFAQ1JGLd8c64ppi	192.168.52.10	1033	208.109.181.175	80	1	GET	www.hemispheretrading.com	/includes/templates/theme210/css/stylesheet.css	http://hemispheretrading.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	12879	200	OK	-	-	-	(empty)	-	-	-	-	-	FJAtck19vCT9todnB8	text/x-c
1341489203.475659	Cy3wUS2JXi1kazqCa	192.168.52.10	1032	208.109.181.175	80	2	GET	www.hemispheretrading.com	/includes/templates/theme210/css/stylesheet_boxes.css	http://hemispheretrading.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	11413	200	OK	-	-	-	(empty)	-	-	-	-	-	FCjITg4eaANPAsUiwf	text/plain
1341489203.552053	CovFAQ1JGLd8c64ppi	192.168.52.10	1033	208.109.181.175	80	2	GET	www.hemispheretrading.com	/includes/templates/theme210/css/stylesheet_css_buttons.css	http://hemispheretrading.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1570	200	OK	-	-	-	(empty)	-	-	-	-	-	FB7mgR1SiKhcSpeQq8	text/plain
1341489203.554338	Cy3wUS2JXi1kazqCa	192.168.52.10	1032	208.109.181.175	80	3	GET	www.hemispheretrading.com	/includes/templates/theme210/css/stylesheet_main.css	http://hemispheretrading.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	19775	200	OK	-	-	-	(empty)	-	-	-	-	-	FOUDC41vPDKvEEyI69	text/x-asm
1341489203.620646	Cy3wUS2JXi1kazqCa	192.168.52.10	1032	208.109.181.175	80	4	GET	www.hemispheretrading.com	/includes/templates/theme210/css/print_stylesheet.css	http://hemispheretrading.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	753	200	OK	-	-	-	(empty)	-	-	-	-	-	FaObSq1o9k7MJj4np3	text/plain
1341489203.619061	CovFAQ1JGLd8c64ppi	192.168.52.10	1033	208.109.181.175	80	3	GET	www.hemispheretrading.com	/includes/templates/theme210/css/stylesheet_tm.css	http://hemispheretrading.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	16216	200	OK	-	-	-	(empty)	-	-	-	-	-	FnLhrx2b8qRLCd5kr9	text/plain
1341489203.71355	CovFAQ1JGLd8c64ppi	192.168.52.10	1033	208.109.181.175	80	4	GET	www.hemispheretrading.com	/includes/templates/theme210/jscript/jscript_imagehover.js	http://hemispheretrading.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	6416	200	OK	-	-	-	(empty)	-	-	-	-	-	FZvCjJ2Ge2guX93i5	text/plain
1341489203.798563	CIve0Q14r1zT24zZri	192.168.52.10	1035	174.35.39.16	80	1	GET	www.statcounter.com	/counter/counter.js	http://hemispheretrading.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	9068	200	OK	-	-	-	(empty)	-	-	-	-	-	FYDZH74eMWizLKlgY9	text/plain
