#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-11-01-39
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1328660981.121295	Cw3BM91m2rkT8JNhWj	192.168.66.10	1030	64.202.189.170	80	1	GET	atozmp3.net	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	-	-
1328660981.18257	CO4pA81OJ2I7qnnhMd	192.168.66.10	1031	74.125.65.121	80	1	GET	www.atozmp3.net	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	159608	200	OK	-	-	-	(empty)	-	-	-	-	-	F3QM2b3onKvfgTN3G4	text/html
1328660981.235285	Cz435a2TxqTPcM8ijf	192.168.66.10	1032	74.125.45.191	80	1	GET	www.blogger.com	/static/v1/widgets/2379105512-widget_css_bundle.css	http://www.atozmp3.net/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	18690	200	OK	-	-	-	(empty)	-	-	-	-	-	Fo5Z3wTnM8JHjJoLl	text/plain
1328660981.23546	CNnfOP1BLhYUu6GXul	192.168.66.10	1033	74.125.45.191	80	1	GET	www.blogger.com	/dyn-css/authorization.css?targetBlogID=6329676380092727806&zx=f33ef39c-9fd1-480f-8d28-3a7e5f5b474d	http://www.atozmp3.net/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1	200	OK	-	-	-	(empty)	-	-	-	-	-	FIaeCc41wXR9dSLbK9	application/octet-stream
1328660981.257346	CWcBXNCKvyG1joQbi	192.168.66.10	1034	174.120.136.156	80	1	GET	theblogtemplates.com	/scripts/Related_posts_hack.js	http://www.atozmp3.net/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1406	200	OK	-	-	-	(empty)	-	-	-	-	-	FdQi3t35avuXppo5e6	text/html
1328660981.644977	Cz435a2TxqTPcM8ijf	192.168.66.10	1032	74.125.45.191	80	2	GET	www.blogger.com	/navbar.g?targetBlogID=6329676380092727806&blogName=AtoZmp3+-+Telugu+|+Hindi+Mp3+Songs+Fr...&publishMode=PUBLISH_MODE_HOSTED&navbarType=BLUE&layoutType=LAYOUTS&searchRoot=http://www.atozmp3.net/search&blogLocale=en&homepageUrl=http://www.atozmp3.net/&vt=-6027589539138896871	http://www.atozmp3.net/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4790	200	OK	-	-	-	(empty)	-	-	-	-	-	F53SpabC5rVDWcx4d	text/html
1328660981.679996	CHkcPqxELN5b8Dvyg	192.168.66.10	1038	74.125.65.101	80	1	GET	4.bp.blogspot.com	/_h2Z5-se9eC4/SQaH9boSjOI/AAAAAAAAANw/T-FNToM4j1k/s1600/navbar.png	http://www.atozmp3.net/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	360	200	OK	-	-	-	(empty)	-	-	-	-	-	FBYQQf2B0zu54L1Q2f	image/png
1328660981.685884	CLEJLp5rtlD2BIFKb	192.168.66.10	1039	93.184.216.169	80	1	GET	d8.zedo.com	/jsc/d8/fo.js	http://www.atozmp3.net/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4486	200	OK	-	-	-	(empty)	-	-	-	-	-	FgzVsj1uF8K5uL2JGk	text/plain
1328660981.679653	CQX1fq1rbcTjCD1nQb	192.168.66.10	1036	208.75.149.114	80	1	GET	idleteens.com	/atozmp3/banner.gif	http://www.atozmp3.net/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	14919	200	OK	-	-	-	(empty)	-	-	-	-	-	FSn0bitSxHBK4Frs9	image/gif
1328660981.685592	CGuzyK15VgOrJPGxDg	192.168.66.10	1037	174.120.106.218	80	1	GET	catchway.com	/dontdelete/468x60.gif	http://www.atozmp3.net/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	66956	200	OK	-	-	-	(empty)	-	-	-	-	-	FcrCbt4vYqsqKZsL71	image/gif
1328660981.83577	C6cjmJ1k9JP1AuI3id	192.168.66.10	1040	69.31.74.131	80	1	GET	d7.zedo.com	/bar/v16-602/d8/jsc/fm.js?c=1280/90&a=0&f=&n=1185&r=29&d=0&q=&$=&s=223&z=0.11258239503656292	http://www.atozmp3.net/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	153	302	Moved Temporarily	-	-	-	(empty)	-	-	-	-	-	FYSmde4PElIyxOf1d	text/html
