#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-38-01
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1355973598.757197	CbBGt62s7JTp7jABg8	192.168.2.10	1030	77.247.182.33	80	1	GET	freepornsite.me	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	184	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	F8PvmJ2myLTrPwiQfb	text/html
1355973598.984294	C9933D3l3EvqovVqr	192.168.2.10	1031	77.247.182.56	80	1	GET	www.freepornsite.me	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	51490	200	OK	-	-	-	(empty)	-	-	-	-	-	FdJi2SaDjR04EoN7k	text/html
1355973599.410498	CtlkuZ2z0JiKZ13tf9	192.168.2.10	1032	77.247.182.56	80	1	GET	st2.freepornsite.me	/css/style.css	http://www.freepornsite.me/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	46480	200	OK	-	-	-	(empty)	-	-	-	-	-	F8iizp2cvo8TnxhQTi	text/plain
1355973599.410969	CVpmDL3WeTYDlvi0h1	192.168.2.10	1033	77.247.182.56	80	1	GET	st2.freepornsite.me	/css/style_menu.css	http://www.freepornsite.me/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1265	200	OK	-	-	-	(empty)	-	-	-	-	-	FG7oMo2UN3I4TWr3nk	text/plain
1355973599.518864	CtlkuZ2z0JiKZ13tf9	192.168.2.10	1032	77.247.182.56	80	2	GET	st2.freepornsite.me	/css/style_ie6.css	http://www.freepornsite.me/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	589	200	OK	-	-	-	(empty)	-	-	-	-	-	FWsSQD32Nlr3Ag0bda	text/plain
1355973599.533192	CVpmDL3WeTYDlvi0h1	192.168.2.10	1033	77.247.182.56	80	2	GET	st2.freepornsite.me	/css/style_ie.css	http://www.freepornsite.me/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	49	200	OK	-	-	-	(empty)	-	-	-	-	-	FMSGvt3EnqvpY0B2rl	text/plain
1355973599.748556	C5Dyw53Xwl8FDHsAH5	192.168.2.10	1034	77.247.182.45	80	1	GET	img.fastcdn.me	/js/jquery-1.2.6.pack.js	http://www.freepornsite.me/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	31033	200	OK	-	-	-	(empty)	-	-	-	-	-	FevgMN3HJUjmyKdbA5	text/plain
1355973600.004624	C5Dyw53Xwl8FDHsAH5	192.168.2.10	1034	77.247.182.45	80	2	GET	img.fastcdn.me	/js/jquery.livequery.pack.js	http://www.freepornsite.me/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2602	200	OK	-	-	-	(empty)	-	-	-	-	-	FfHmQDkaXUasHb2gf	text/plain
1355973600.214973	C5Dyw53Xwl8FDHsAH5	192.168.2.10	1034	77.247.182.45	80	3	GET	img.fastcdn.me	/js/jquery.rotator-0.2.js	http://www.freepornsite.me/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1384	200	OK	-	-	-	(empty)	-	-	-	-	-	F5PvEMhRpTkvaKWP2	text/plain
1355973600.425537	C5Dyw53Xwl8FDHsAH5	192.168.2.10	1034	77.247.182.45	80	4	GET	img.fastcdn.me	/js/jquery.avs-0.2.js?v=1.1.1	http://www.freepornsite.me/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	11874	200	OK	-	-	-	(empty)	-	-	-	-	-	FdOOj4nqugJ8bNm0l	text/plain
1355973600.561678	C5Dyw53Xwl8FDHsAH5	192.168.2.10	1034	77.247.182.45	80	5	GET	img.fastcdn.me	/js/login.js?v1.1.8	http://www.freepornsite.me/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	501	200	OK	-	-	-	(empty)	-	-	-	-	-	FEwGtb4kPpPMudB9p4	text/plain
