#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	dns
#open	2014-04-03-10-03-05
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	trans_id	query	qclass	qclass_name	qtype	qtype_name	rcode	rcode_name	AA	TC	RD	RA	Z	answers	TTLs	rejected
#types	time	string	addr	port	addr	port	enum	count	string	count	string	count	string	count	string	bool	bool	bool	bool	count	vector[string]	vector[interval]	bool
1358453012.564805	CUxRrd3WN41pplY25	192.168.79.10	1029	4.2.2.3	53	udp	16269	infinityvisitors.info	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	69.64.49.126	3581.000000	F
1358453012.651276	CUxRrd3WN41pplY25	192.168.79.10	1029	4.2.2.3	53	udp	7052	fightbadware.info	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	69.64.49.126	3600.000000	F
1358453019.708856	CUxRrd3WN41pplY25	192.168.79.10	1029	4.2.2.3	53	udp	29583	fbuniverse.net	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	5.135.67.164	600.000000	F
1358453031.167542	CtbGxBX7soWanDen1	192.168.79.10	1029	4.2.2.5	53	udp	51342	adobeupdateservice.net	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	89.43.246.205,37.252.67.150,74.72.136.6,98.212.42.56,213.43.198.105,188.112.132.217,46.109.47.99,176.41.119.237,24.15.232.122,178.54.40.41,78.97.64.227	300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000	F
1358453030.150513	CUxRrd3WN41pplY25	192.168.79.10	1029	4.2.2.3	53	udp	51342	adobeupdateservice.net	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	89.43.246.205,37.252.67.150,74.72.136.6,98.212.42.56,213.43.198.105,188.112.132.217,46.109.47.99,176.41.119.237,24.15.232.122,178.54.40.41,78.97.64.227	300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000	F
1358453023.067943	CUxRrd3WN41pplY25	192.168.79.10	1029	4.2.2.3	53	udp	51343	164.67.135.5.in-addr.arpa	1	C_INTERNET	12	PTR	3	NXDOMAIN	F	F	T	F	0	-	-	F
1358453032.187773	CUxRrd3WN41pplY25	192.168.79.10	1029	4.2.2.3	53	udp	51342	adobeupdateservice.net	1	C_INTERNET	1	A	-	-	F	F	T	F	0	-	-	F
1358453032.187773	CUxRrd3WN41pplY25	192.168.79.10	1029	4.2.2.3	53	udp	51342	adobeupdateservice.net	1	C_INTERNET	1	A	-	-	F	F	T	F	0	-	-	F
1358453056.547189	C94BqeOb3KG9tzai5	192.168.79.10	1029	4.2.2.3	53	udp	38537	camelinsuration.com	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	24.15.232.122,178.54.40.41,78.97.64.227,89.43.246.205,37.252.67.150,74.72.136.6,98.212.42.56,213.43.198.105,188.112.132.217,46.109.47.99,176.41.119.237	300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000	F
1358453055.54877	C2A37226vy1MkFm2Q1	192.168.79.10	1029	4.2.2.5	53	udp	38537	camelinsuration.com	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	37.252.67.150,74.72.136.6,98.212.42.56,213.43.198.105,188.112.132.217,46.109.47.99,176.41.119.237,24.15.232.122,178.54.40.41,78.97.64.227,89.43.246.205	300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000	F
#close	2014-04-03-10-03-06
