#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-10-41
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1338453019.851582	CL70pE2FlcueEBacU9	192.168.115.10	1030	173.192.5.218	80	1	GET	magiemetapsychique.org	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	-	-
1338453019.917191	C5Q8QV2RNEPLvGtErf	192.168.115.10	1031	173.193.11.18	80	1	GET	www.magiemetapsychique.org	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	72577	200	OK	-	-	-	(empty)	-	-	-	-	-	FLGdPq1Pj3mdxlgdWk	text/html
1338453020.690189	CGCDTl2uvOqh17B8Gc	192.168.115.10	1033	96.17.162.27	80	1	GET	tcr.tynt.com	/javascripts/Tracer.js?user=aG8KTg-Yar3OaAadbiUzgI&s=31&lang=fr	http://www.magiemetapsychique.org/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	14951	200	OK	-	-	-	(empty)	-	-	-	-	-	Fx2kdSpJFlnYK18Ja	text/plain
1338453020.724559	CYdMKb1174AUD3jS5l	192.168.115.10	1034	74.125.139.95	80	1	GET	ajax.googleapis.com	/ajax/libs/jquery/1/jquery.min.js	http://www.magiemetapsychique.org/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	94840	200	OK	-	-	-	(empty)	-	-	-	-	-	Fs18tTXVRNWw5mwUe	text/html
1338453020.706587	C5Q8QV2RNEPLvGtErf	192.168.115.10	1031	173.193.11.18	80	2	GET	www.magiemetapsychique.org	/2-ltr.css	http://www.magiemetapsychique.org/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	49441	200	OK	-	-	-	(empty)	-	-	-	-	-	FTHnNE3cXWbeCG6qUi	text/plain
1338453020.952607	CYHqdInu1Lp2Kxpz4	192.168.115.10	1035	94.23.240.78	80	1	GET	illiweb.com	/rsc/33/frm/lang/notutf8-fr.js	http://www.magiemetapsychique.org/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	69278	200	OK	-	-	-	(empty)	-	-	-	-	-	FGicHt1Ojq00yAi7Gh	text/plain
1338453021.419118	CcrUGd4GBWpcXLCImi	192.168.115.10	1036	173.194.37.40	80	1	GET	www.google-analytics.com	/ga.js	http://www.magiemetapsychique.org/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	36639	200	OK	-	-	-	(empty)	-	-	-	-	-	FXP6dl1lt1vospu9a	text/plain
1338453021.702343	CYHqdInu1Lp2Kxpz4	192.168.115.10	1035	94.23.240.78	80	2	GET	illiweb.com	/fa/empty.gif	http://www.magiemetapsychique.org/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	42	200	OK	-	-	-	(empty)	-	-	-	-	-	FF3BDx3YC8su3DeXgf	image/gif
1338453021.893576	Cofgdd2rhuvyFPzRs6	192.168.115.10	1048	173.194.37.89	80	1	GET	partner.googleadservices.com	/gampad/google_service.js	http://www.magiemetapsychique.org/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3800	200	OK	-	-	-	(empty)	-	-	-	-	-	F6Erhc1jGBgV7EBELh	text/plain
1338453021.892879	CIb6Zj1LQsnnM64BT7	192.168.115.10	1045	184.154.26.122	80	1	GET	i24.servimg.com	/u/f24/11/38/37/75/senreg10.png	http://www.magiemetapsychique.org/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	16364	200	OK	-	-	-	(empty)	-	-	-	-	-	FDl95845yrFA56Rka	image/png
1338453021.893163	CCilgv2usvpKRbj1c9	192.168.115.10	1046	184.154.26.122	80	1	GET	i24.servimg.com	/u/f24/11/38/37/75/barre112.jpg	http://www.magiemetapsychique.org/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	31307	200	OK	-	-	-	(empty)	-	-	-	-	-	FDEUZ1NxnaQ6ln56j	image/jpeg
1338453022.004941	CIb6Zj1LQsnnM64BT7	192.168.115.10	1045	184.154.26.122	80	2	GET	i24.servimg.com	/u/f24/11/38/37/75/connex10.png	http://www.magiemetapsychique.org/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	14778	200	OK	-	-	-	(empty)	-	-	-	-	-	FCX5rj2Y7EOhCykvli	image/png
1338453021.889762	CiSbEV3w1IVN9PMsWg	192.168.115.10	1041	208.94.3.45	80	1	GET	img229.imageshack.us	/img229/2127/portailei2pv2.png	http://www.magiemetapsychique.org/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	10627	200	OK	-	-	-	(empty)	-	-	-	-	-	FrrIWn2pKiYZTN7wm8	image/png
1338453021.890197	CSWI6pirviXsW2f4g	192.168.115.10	1042	208.94.0.75	80	1	GET	img124.imageshack.us	/img124/933/calendrierof1be4.png	http://www.magiemetapsychique.org/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	13958	200	OK	-	-	-	(empty)	-	-	-	-	-	FVoHmiK7517PKvlDc	image/png
1338453021.890401	Ch6nzU1CRmnvK5P6Ca	192.168.115.10	1043	208.94.1.77	80	1	GET	img137.imageshack.us	/img137/6523/faquf8rs0.png	http://www.magiemetapsychique.org/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	8366	200	OK	-	-	-	(empty)	-	-	-	-	-	Fe5DWA3XgDXiXSRfV6	image/png
1338453021.893363	CdYdM53RxsBctzHold	192.168.115.10	1044	208.94.3.22	80	1	GET	img118.imageshack.us	/img118/5006/recherchercu0pr7.png	http://www.magiemetapsychique.org/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	14552	200	OK	-	-	-	(empty)	-	-	-	-	-	FD45OM3olkwq9D5zOc	image/png
1338453022.197042	CcrUGd4GBWpcXLCImi	192.168.115.10	1036	173.194.37.40	80	2	GET	www.google-analytics.com	/__utm.gif?utmwv=5.3.2&utms=1&utmn=173147666&utmhn=www.magiemetapsychique.org&utmcs=windows-1252&utmsr=800x600&utmvp=780x475&utmsc=24-bit&utmul=en-us&utmje=1&utmfl=10.0 r32&utmdt=Magie + M\xc3\xa9tapsychique: \xc3\xa9sot\xc3\xa9risme, paranormal...&utmhid=178294127&utmr=-&utmp=/&utmac=UA-20853225-1&utmcc=__utma=75901321.64350888.1338467303.1338467303.1338467303.1;+__utmz=75901321.1338467303.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none);&utmu=q~	http://www.magiemetapsychique.org/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	35	200	OK	-	-	-	(empty)	-	-	-	-	-	FHtUui1EQrp2Jd3GG2	image/gif
1338453021.93173	C4BIhn3YxBk4WyytJe	192.168.115.10	1047	208.94.3.200	80	1	GET	img38.imageshack.us	/img38/7509/chattn.jpg	http://www.magiemetapsychique.org/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	22331	200	OK	-	-	-	(empty)	-	-	-	-	-	FJYeI9155gR9d4PkYj	image/jpeg
1338453022.262167	Cofgdd2rhuvyFPzRs6	192.168.115.10	1048	173.194.37.89	80	2	GET	partner.googleadservices.com	/gampad/google_ads.js	http://www.magiemetapsychique.org/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	47158	200	OK	-	-	-	(empty)	-	-	-	-	-	FHFwem3DdMLZbEdDTl	text/plain
1338453022.366686	Cofgdd2rhuvyFPzRs6	192.168.115.10	1048	173.194.37.89	80	3	GET	partner.googleadservices.com	/gampad/cookie.js?callback=_GA_googleCookieHelper.setCookieInfo&client=ca-pub-0339214227387817&domain=www.magiemetapsychique.org	http://www.magiemetapsychique.org/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	210	200	OK	-	-	-	(empty)	-	-	-	-	-	F1W7UkGL2Wj2TLBK	text/plain
1338453021.889339	CNstew4pSAf73ZvYEj	192.168.115.10	1039	208.94.0.179	80	1	GET	img850.imageshack.us	/img850/5150/mm3111.jpg	http://www.magiemetapsychique.org/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	168274	200	OK	-	-	-	(empty)	-	-	-	-	-	FNK0ry43ImIFBFE0K2	image/jpeg
