#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-09-53-10
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1359156087.216995	CheFX5IOvuvRayhh9	192.168.95.10	1030	200.142.198.210	80	1	GET	walmart.com.br	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	148	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	FIvzj82ACmmNGuVZPf	text/html
1359156087.38406	CwFiSg2ly0yKZziX3i	192.168.95.10	1031	65.121.209.91	80	1	GET	www.walmart.com.br	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	144780	200	OK	-	-	-	(empty)	-	-	-	-	-	FMAAHJ3tTIye9Tnvhf	text/html
1359156087.519174	CeVUVyZSxub6KKwaf	192.168.95.10	1033	54.240.160.198	80	1	GET	dnn506yrbagrg.cloudfront.net	/pages/scripts/0013/2960.js?377547	http://www.walmart.com.br/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1359156087.510413	CSW1Jy3kG2TuCgaCg1	192.168.95.10	1032	65.121.209.91	80	1	GET	www.walmart.com.br	/arquivos/mmcore_v2.js	http://www.walmart.com.br/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	10019	200	OK	-	-	-	(empty)	-	-	-	-	-	FFKfZU1u0URrbLVpoc	text/plain
1359156087.693709	Csq1sW2mRquu6RRDq3	192.168.95.10	1034	23.47.49.207	80	1	GET	service.maxymiser.net	/cg/v5us/?fv=dmn=walmart.com.br;ref=;url=http%3A%2F%2Fwww.walmart.com.br%2F;scrw=800;scrh=600;clrd=24;cok=1;&tst=0.891&jsver=5.13&ri=1&rul=	http://www.walmart.com.br/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	299	200	OK	-	-	-	(empty)	-	-	-	-	-	F5oMux1BpaSyQW9gWc	text/plain
1359156087.790696	CLNvw11NAeKZtFjebd	192.168.95.10	1035	208.71.125.72	80	1	GET	oasc14.247realmedia.com	/RealMedia/ads/adstream_mjx.ads/walmart/home/1255890797@Middle1,Middle2,Middle3,x04,x02,x03,x01,TopLeft	http://www.walmart.com.br/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	302	Found	-	-	-	(empty)	-	-	-	-	-	-	-
1359156087.809492	CLNvw11NAeKZtFjebd	192.168.95.10	1035	208.71.125.72	80	2	GET	oasc14.247realmedia.com	/RealMedia/ads/adstream_mjx.ads/walmart/home/1255890797@Middle1,Middle2,Middle3,x04,x02,x03,x01,TopLeft?_RM_OAX_REDIR_	http://www.walmart.com.br/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	14688	200	OK	-	-	-	(empty)	-	-	-	-	-	FtCUoJ3SqAHExljbCc	text/html
1359156087.930573	C1Ak9w225oHxYIr3W5	192.168.95.10	1036	173.194.73.95	80	1	GET	fonts.googleapis.com	/css?family=Source+Sans+Pro:300,400,600	http://www.walmart.com.br/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	567	200	OK	-	-	-	(empty)	-	-	-	-	-	FW7Nff2qQO3wxZkMh	text/plain
1359156087.946775	CbeVFy1fjPCxpCoKzl	192.168.95.10	1037	65.121.209.91	80	1	GET	imagens.walmart.com.br	/arquivos/css/edbe9367014840baa6e96e1059c89a4c-1.css	http://www.walmart.com.br/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	56338	200	OK	-	-	-	(empty)	-	-	-	-	-	FQjn7t1RLJEaZGhpSi	text/plain
1359156087.999602	CQyNMF2g3wFswCcQb5	192.168.95.10	1039	74.125.131.132	80	1	GET	themes.googleusercontent.com	/static/fonts/sourcesanspro/v5/ODelI1aHBYDBqgeIAH2zlN0tugusXa58UbOrParLRF0.eot	http://www.walmart.com.br/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	27807	200	OK	-	-	-	(empty)	-	-	-	-	-	FuSxib1FhkAaSwwFAe	application/vnd.ms-fontobject
1359156087.978181	C5z7bj455n8hekU3ab	192.168.95.10	1038	65.121.209.91	80	1	GET	imagens.walmart.com.br	/Scripts/mobile/mdetect.js	http://www.walmart.com.br/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	28728	200	OK	-	-	-	(empty)	-	-	-	-	-	FHZEHf2XUquabxM7Ic	text/plain
