#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	conn
#open	2014-04-03-11-06-48
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_bytes	resp_bytes	conn_state	local_orig	missed_bytes	history	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes	tunnel_parents
#types	time	string	addr	port	addr	port	enum	string	interval	count	count	string	bool	count	string	count	count	count	count	table[string]
1331188297.937848	C5DXNC3xZrTSamkfnh	192.168.124.10	1031	69.163.247.120	80	tcp	http	0.103300	295	449	SF	-	0	ShADadfF	5	503	5	657	(empty)
1331188297.802991	C1Qvtj2F7nE2WDYyL9	192.168.124.10	1029	4.2.2.3	53	udp	dns	0.993595	194	274	SF	-	0	Dd	5	334	5	414	(empty)
1331188297.804963	Co2wKa3odQ0fbHcub2	192.168.124.10	1030	69.163.247.120	80	tcp	http	6.534346	291	495	RSTO	-	0	ShADadfR	6	539	4	663	(empty)
1331188327.674878	CRBI131Fxtn5hUg0I4	192.168.124.10	1041	74.82.198.253	80	tcp	http	0.127051	216	204	SF	-	0	ShADdfFa	5	424	4	372	(empty)
1331188327.851245	CKi23i4EJ3ySOVeRy7	192.168.124.10	1042	67.230.163.30	80	tcp	http	0.107004	283	146	RSTO	-	0	ShADdfR	5	491	3	274	(empty)
1331188328.886838	CvgQoB1e4q9mPDSbq8	192.168.124.10	1044	74.82.198.253	80	tcp	http	2.702525	304	2954089	SF	-	0	ShADdfFa	1320	53112	2081	3037337	(empty)
1331188281.827881	CUsm0A3n6K51Dj5qwh	0.0.0.0	68	255.255.255.255	67	udp	dhcp	0.017573	626	0	S0	-	0	D	2	682	0	0	(empty)
1331188281.828215	CZCMOiYl235PHcOYd	192.168.124.10	68	192.168.124.1	67	udp	dhcp	12.972267	314	900	SF	-	0	dD	1	342	3	984	(empty)
1331188337.340754	CWvhm02wBb7l9v86dj	192.168.124.10	1046	67.230.163.30	80	tcp	http	0.079264	283	146	RSTO	-	0	ShADdfR	5	491	3	274	(empty)
1331188329.153767	CNmDnu3fMxU9UGMrcf	192.168.124.10	1045	67.213.222.14	80	tcp	http	9.369628	309	93135	SF	-	0	ShADdFaf	44	2077	73	96063	(empty)
1331188328.229901	CSC7Aq2RhhVQuPgVVb	192.168.124.10	1043	67.213.222.13	80	tcp	http	10.294520	1617	9571	SF	-	0	ShADdFaf	16	2265	16	10219	(empty)
1331188326.638258	CRKLCo23AliYs4Y29c	192.168.124.10	1029	4.2.2.3	53	udp	dns	2.512542	82	114	SF	-	0	Dd	2	138	2	170	(empty)
1331188298.914708	CgYwN91T8tPAnBSSa4	192.168.124.10	1035	67.213.222.13	80	tcp	http	58.169461	2012	85298	RSTO	-	0	ShADdR	47	3900	67	87986	(empty)
1331188298.798149	C5n2n83Az66c4wi7yj	192.168.124.10	1034	67.213.222.13	80	tcp	http	58.285917	2859	52023	RSTO	-	0	ShADdR	34	4227	45	53831	(empty)
1331188298.043486	CmCg1qg30RQv7mA8e	192.168.124.10	1032	95.163.67.210	80	tcp	http	59.040214	301	916	RSTO	-	0	ShADadR	5	509	3	1040	(empty)
1331188326.664137	CezB2v18XpO5waxgJj	192.168.124.10	1040	46.249.35.83	80	tcp	http	29.809469	309	93137	RSTO	-	0	ShADdR	44	2077	69	95905	(empty)
1331188298.645824	Csfypc25rwHBjIhjha	192.168.124.10	1033	67.213.222.18	80	tcp	http	58.438137	368	961	RSTO	-	0	ShADdR	5	576	2	1049	(empty)
1331188300.10577	CXJm8k4EPiINhiAC68	192.168.124.10	1038	239.255.255.250	1900	udp	-	6.575871	399	0	S0	-	0	D	3	483	0	0	(empty)
#close	2014-04-03-11-06-48
