#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-27-21
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1315289441.684068	CAeRS92FuTNtGHF787	192.168.97.10	1030	199.27.135.91	80	1	GET	flvckr.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	217	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	FpZRVU3hEKB72qwam8	text/html
1315289441.772368	Cr1jBB2UHpCMYVTvIj	192.168.97.10	1031	173.245.60.26	80	1	GET	www.flvckr.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	118795	200	OK	-	-	-	(empty)	-	-	-	-	-	Fuf1BV2P8aIxC1JzCj	text/html
1315289441.91773	CXmDE21pOYUelYUmlh	192.168.97.10	1032	74.125.65.191	80	1	GET	www.blogger.com	/static/v1/jsbin/3801526601-ieretrofit.js	http://www.flvckr.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	38672	200	OK	-	-	-	(empty)	-	-	-	-	-	FooNjd3FThJSVOpO9c	text/plain
1315289441.962418	CXmDE21pOYUelYUmlh	192.168.97.10	1032	74.125.65.191	80	2	GET	www.blogger.com	/static/v1/widgets/1135444933-widget_css_2_bundle.css	http://www.flvckr.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	21610	200	OK	-	-	-	(empty)	-	-	-	-	-	F8uZ2N3OwFpDIg0QMg	text/plain
1315289441.990079	CopJwqKINfW5CbsHa	192.168.97.10	1033	74.125.91.106	80	1	GET	www.google.com	/uds/css/gsearch.css	http://www.flvckr.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	32143	200	OK	-	-	-	(empty)	-	-	-	-	-	Fs9HJqzDjsO4awvK7	text/plain
1315289441.985173	CEG6UX2cVsq03NUU2d	192.168.97.10	1034	74.125.65.191	80	1	GET	www.blogger.com	/dyn-css/authorization.css?targetBlogID=2130234474705183737&zx=4caee2e7-92d7-43ab-a6da-2d8a9b8f103d	http://www.flvckr.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1	200	OK	-	-	-	(empty)	-	-	-	-	-	Fablt92HLsDN28nQUa	application/octet-stream
1315289442.041662	CXmDE21pOYUelYUmlh	192.168.97.10	1032	74.125.65.191	80	3	GET	www.blogger.com	/navbar.g?targetBlogID=2130234474705183737&blogName=Daily+Sexy+girls&publishMode=PUBLISH_MODE_HOSTED&navbarType=BLUE&layoutType=LAYOUTS&searchRoot=http://www.flvckr.com/search&blogLocale=en&homepageUrl=http://www.flvckr.com/&vt=-8998579372168986813	http://www.flvckr.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4753	200	OK	-	-	-	(empty)	-	-	-	-	-	FvjRv44tuKawDbra06	text/html
1315289442.236312	CZC4GQ1vLsSzQBEpP5	192.168.97.10	1038	74.125.65.191	80	1	GET	img2.blogblog.com	/img/icon18_edit_allbkg.gif	http://www.flvckr.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	162	200	OK	-	-	-	(empty)	-	-	-	-	-	FUPkZk4uvZcLRnIcrg	image/gif
1315289442.256894	CmLSeU2ADutxmh8t3l	192.168.97.10	1039	74.125.65.191	80	1	GET	www.blogblog.com	/1kt/transparent/white80.png	http://www.flvckr.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	106	200	OK	-	-	-	(empty)	-	-	-	-	-	F4DlQ14kSvrY1UGLxi	image/png
1315289442.258317	CExmxJHlLB1DWhkNi	192.168.97.10	1040	74.125.65.191	80	1	GET	img1.blogblog.com	/img/share_buttons_20.png	http://www.flvckr.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5244	200	OK	-	-	-	(empty)	-	-	-	-	-	FB4g6I3W2cQlxKWHD5	image/png
1315289442.138915	CcVfaC42wxnQ7yuOh1	192.168.97.10	1036	74.125.65.132	80	1	GET	themes.googleusercontent.com	/image?id=1OACCYOE0-eoTRTfsBuX1NMN9nz599ufI1Jh0CggPFA_sK80AGkIr8pLtYRpNUKPmwtEa	http://www.flvckr.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	80639	200	OK	-	-	-	(empty)	-	-	-	-	-	Fpgc0hy9I6QL2L1Qf	image/jpeg
1315289442.360212	CopJwqKINfW5CbsHa	192.168.97.10	1033	74.125.91.106	80	2	GET	www.google.com	/friendconnect/script/friendconnect.js	http://www.flvckr.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	94779	200	OK	-	-	-	(empty)	-	-	-	-	-	F4VeQM27wRV4BMrxa2	text/plain
1315289442.422984	CrrqTD1pr1yQ37Kxj4	192.168.97.10	1047	74.125.65.191	80	1	GET	img1.blogblog.com	/img/icon18_wrench_allbkg.png	http://www.flvckr.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	475	200	OK	-	-	-	(empty)	-	-	-	-	-	FKk2n520wNIWUR5ypb	image/png
1315289442.299783	Cy9IMm19uy5lXL7nR2	192.168.97.10	1035	193.33.115.19	80	1	GET	www.zaparena.com	/w/w?id=95429d933beaf8d	http://www.flvckr.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	8758	200	OK	-	-	-	(empty)	-	-	-	-	-	Fkvgvs3QE7Kr9Tmtq4	text/html
1315289442.600234	CmLSeU2ADutxmh8t3l	192.168.97.10	1039	74.125.65.191	80	2	GET	www.blogblog.com	/1kt/transparent/black50.png	http://www.flvckr.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	106	200	OK	-	-	-	(empty)	-	-	-	-	-	FmjOu84pGKK0GhNrlb	image/png
1315289442.569366	CTe8tn4yXG2MiN1mz2	192.168.97.10	1048	193.33.115.19	80	1	GET	www.zaparena.com	/w/w?id=328d701b53dbaa1	http://www.flvckr.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3068	200	OK	-	-	-	(empty)	-	-	-	-	-	FdOmyi4k15vj4PckQl	text/html
1315289442.763319	COiHNw31pjFXkvELHe	192.168.97.10	1049	199.21.148.98	80	1	GET	ads.clicksor.com	/newServing/showAd.php?nid=1&pid=185153&adtype=&sid=298463	http://www.flvckr.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1489	200	OK	-	-	-	(empty)	-	-	-	-	-	FcAVfiG3GBp7JQsZb	text/html
1315289442.870752	CAan3a29R3UDVYIiv5	192.168.97.10	1050	67.201.31.128	80	1	GET	cdnv.zaparena.com	/a/36/3611303920448-s.jpg	http://www.zaparena.com/w/w?id=95429d933beaf8d	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	11216	200	OK	-	-	-	(empty)	-	-	-	-	-	FbnhAS0ZtrY7OMvgi	image/jpeg
