#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-31-43
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1342154348.190754	CH8zv74JXjUv79KDtf	192.168.78.10	1030	62.149.128.166	80	1	GET	sharpdesigncontest.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	242	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	FdWDan2YtNFs8RO6Cj	text/html
1342154348.479368	CUsJqS35QZmhDD4dyg	192.168.78.10	1031	62.149.142.91	80	1	GET	www.sharpdesigncontest.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	10284	200	OK	-	-	-	(empty)	-	-	-	-	-	FSMwW922lBC3Qt3Lde	text/html
1342154348.790806	CpP7if1gEFF7qPdFt7	192.168.78.10	1033	74.125.134.82	80	1	GET	html5shiv.googlecode.com	/svn/trunk/html5.js	http://www.sharpdesigncontest.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2394	200	OK	-	-	-	(empty)	-	-	-	-	-	F9ZNAX3vYSXU0Qr1Gg	text/html
1342154348.888275	CcFJT33OkFw0vPdw33	192.168.78.10	1032	62.149.142.91	80	1	GET	www.sharpdesigncontest.com	/wp-content/themes/gridspace/style.css	http://www.sharpdesigncontest.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	32906	200	OK	-	-	-	(empty)	-	-	-	-	-	FEwV4k2apAvrUNnkmg	text/plain
1342154349.202615	CUsJqS35QZmhDD4dyg	192.168.78.10	1031	62.149.142.91	80	2	GET	www.sharpdesigncontest.com	/wp-content/themes/gridspace/inc/css/default.css	http://www.sharpdesigncontest.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	10109	200	OK	-	-	-	(empty)	-	-	-	-	-	FBJNkn1JAChrUjhK3h	text/plain
1342154349.202931	CcFJT33OkFw0vPdw33	192.168.78.10	1032	62.149.142.91	80	2	GET	www.sharpdesigncontest.com	/wp-content/themes/gridspace/inc/js/flexSlider/flexslider.css?ver=3.4.1	http://www.sharpdesigncontest.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3056	200	OK	-	-	-	(empty)	-	-	-	-	-	FtcwdJ1QjcXDURw9hg	text/plain
1342154349.332625	CUsJqS35QZmhDD4dyg	192.168.78.10	1031	62.149.142.91	80	3	GET	www.sharpdesigncontest.com	/wp-includes/js/comment-reply.js?ver=3.4.1	http://www.sharpdesigncontest.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	786	200	OK	-	-	-	(empty)	-	-	-	-	-	Fsu3hx4AqLObT0iYl2	text/plain
1342154349.470552	CcFJT33OkFw0vPdw33	192.168.78.10	1032	62.149.142.91	80	3	GET	www.sharpdesigncontest.com	/wp-includes/js/jquery/jquery.js?ver=1.7.2	http://www.sharpdesigncontest.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	97194	200	OK	-	-	-	(empty)	-	-	-	-	-	FFLnN03d6HX77jT3P8	text/html
1342154350.021894	CUsJqS35QZmhDD4dyg	192.168.78.10	1031	62.149.142.91	80	4	GET	www.sharpdesigncontest.com	/wp-content/themes/gridspace/inc/js/scripts.js?ver=1.0	http://www.sharpdesigncontest.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4297	200	OK	-	-	-	(empty)	-	-	-	-	-	FgjzzeJOyySGFIRz3	text/plain
1342154350.023318	CcFJT33OkFw0vPdw33	192.168.78.10	1032	62.149.142.91	80	4	GET	www.sharpdesigncontest.com	/wp-content/uploads/2012/07/bg-page.png	http://www.sharpdesigncontest.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	997	200	OK	-	-	-	(empty)	-	-	-	-	-	FfmRoK3VENfKoEODT7	image/png
1342154350.163828	CUsJqS35QZmhDD4dyg	192.168.78.10	1031	62.149.142.91	80	5	GET	www.sharpdesigncontest.com	/wp-content/themes/gridspace/inc/js/selectivizr.min.js?ver=1.0.2	http://www.sharpdesigncontest.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4836	200	OK	-	-	-	(empty)	-	-	-	-	-	FHmHok1D6ziCbPESK4	text/plain
1342154350.299838	CcFJT33OkFw0vPdw33	192.168.78.10	1032	62.149.142.91	80	5	GET	www.sharpdesigncontest.com	/wp-content/themes/gridspace/inc/js/jquery.fitvids.js?ver=1.0	http://www.sharpdesigncontest.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2664	200	OK	-	-	-	(empty)	-	-	-	-	-	FW0Pmr4GfPztx8Heni	text/html
1342154350.441849	CUsJqS35QZmhDD4dyg	192.168.78.10	1031	62.149.142.91	80	6	GET	www.sharpdesigncontest.com	/wp-content/themes/gridspace/inc/js/flexSlider/jquery.flexslider-min.js?ver=3.4.1	http://www.sharpdesigncontest.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	11284	200	OK	-	-	-	(empty)	-	-	-	-	-	FaBR053Bqayues0AV6	text/plain
