#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-11-01-02
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1366876187.131476	CuBUQ33k7kzUSwEpx6	192.168.71.10	1030	216.239.32.21	80	1	GET	beachbodygirls.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	227	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	FRGhH012O9nHtVYrOc	text/html
1366876187.14204	CVYtQw2QHzGwn9njP5	192.168.71.10	1031	74.125.140.121	80	1	GET	www.beachbodygirls.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	188062	200	OK	-	-	-	(empty)	-	-	-	-	-	FhWaJgo0RXtXApqxb	text/html
1366876187.244913	CUSL3s2fCyX6EeP28j	192.168.71.10	1032	74.125.140.191	80	1	GET	www.blogger.com	/static/v1/jsbin/996320217-ieretrofit.js	http://www.beachbodygirls.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	37106	200	OK	-	-	-	(empty)	-	-	-	-	-	FAhAhQ2p16xS02Bidb	text/plain
1366876187.287738	CUSL3s2fCyX6EeP28j	192.168.71.10	1032	74.125.140.191	80	2	GET	www.blogger.com	/static/v1/widgets/154125309-widget_css_2_bundle.css	http://www.beachbodygirls.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	36822	200	OK	-	-	-	(empty)	-	-	-	-	-	FjraJO1AZDBKLDzm78	text/plain
1366876187.294161	CrllesVBwxtvjA2Xh	192.168.71.10	1033	74.125.140.191	80	1	GET	www.blogger.com	/dyn-css/authorization.css?targetBlogID=3154715946389284881&zx=30b63f76-ee28-4e17-bdd2-543a9197a0df	http://www.beachbodygirls.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1	200	OK	-	-	-	(empty)	-	-	-	-	-	FBgSqY1MHmT9uwr9k8	application/octet-stream
1366876187.370534	Ci1YL03JB8XfjFQ5q9	192.168.71.10	1035	74.125.140.191	80	1	GET	www.blogblog.com	/1kt/awesomeinc/body_background_dark.png	http://www.beachbodygirls.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	106	200	OK	-	-	-	(empty)	-	-	-	-	-	FR9gXK3EJiUSA8GmVl	image/png
1366876187.422695	Cg4Gcq7udKXAQs1s8	192.168.71.10	1034	199.21.148.98	80	1	GET	ads.clicksor.com	/newServing/showAd.php?nid=1&pid=295050&adtype=1&sid=483349	http://www.beachbodygirls.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1585	200	OK	-	-	-	(empty)	-	-	-	-	-	FLdF6B4BJJeF62fpO5	text/html
1366876187.525656	C2HrUZsJhS6vhNJUl	192.168.71.10	1037	199.21.148.89	80	1	GET	serw.clicksor.com	/newServing/searchTrack.php?nid=1&sid=483349&random=1640289497	http://www.beachbodygirls.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	512	200	OK	-	-	-	(empty)	-	-	-	-	-	FyYTeP18hLaIeefx08	text/html
1366876187.525459	CjhRX83W2N5a9IypEk	192.168.71.10	1036	199.21.148.123	80	1	GET	serw.myroitracking.com	/newServing/tracking_id.php?d=serw.clicksor.com&r=http://serw.clicksor.com/newServing/tracking_id.php?b=1&&gtruid=1	http://www.beachbodygirls.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	302	Found	-	-	-	(empty)	-	-	-	-	-	-	-
1366876187.614881	C5MDjvudz0kaVrby5	192.168.71.10	1040	173.194.37.129	80	1	GET	www.google-analytics.com	/ga.js	http://serw.clicksor.com/newServing/searchTrack.php?nid=1&sid=483349&random=1640289497	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	39469	200	OK	-	-	-	(empty)	-	-	-	-	-	FqgegSAFhe5cESDTc	text/plain
1366876187.628409	CaZJ7nD1zx9u32z1j	192.168.71.10	1039	199.21.148.89	80	1	GET	serw.clicksor.com	/newServing/tracking_id.php?b=1&UID=13668760701098&TRSTR=1&RTID=	http://www.beachbodygirls.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
