#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-05-08
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1355373880.912935	CBhp0b3voFz0EhXIFc	192.168.38.10	1030	62.149.128.166	80	1	GET	avimcasa.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	232	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	FZFNx8IQO5yoAo1pi	text/html
1355373881.306773	Czba5s1rDSJIzkoPd3	192.168.38.10	1031	62.149.140.232	80	1	GET	www.avimcasa.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	27417	200	OK	-	-	-	(empty)	-	-	-	-	-	Fgwh9J3fkM4OHxAut9	text/html
1355373882.36216	Czba5s1rDSJIzkoPd3	192.168.38.10	1031	62.149.140.232	80	2	GET	www.avimcasa.com	/wp-content/plugins/nextgen-gallery/css/ngg_shadow.css?ver=1.0.0	http://www.avimcasa.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	6304	200	OK	-	-	-	(empty)	-	-	-	-	-	FtzgTgMXz5EqTpe9	text/plain
1355373882.567713	Czba5s1rDSJIzkoPd3	192.168.38.10	1031	62.149.140.232	80	3	GET	www.avimcasa.com	/wp-content/plugins/nextgen-gallery/shutter/shutter-reloaded.css?ver=1.3.4	http://www.avimcasa.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1530	200	OK	-	-	-	(empty)	-	-	-	-	-	FKgEKi3vuMBs4Wlu1l	text/plain
1355373882.114818	COrf0z4Gg10bKcpMMc	192.168.38.10	1032	62.149.140.232	80	1	GET	www.avimcasa.com	/wp-content/themes/weaver/style.css	http://www.avimcasa.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	32845	200	OK	-	-	-	(empty)	-	-	-	-	-	FeNC2924cTkvbhtj2i	text/plain
1355373882.733309	Czba5s1rDSJIzkoPd3	192.168.38.10	1031	62.149.140.232	80	4	GET	www.avimcasa.com	/wp-content/uploads/weaver-subthemes/style-weaver.css?ver=8	http://www.avimcasa.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	11585	200	OK	-	-	-	(empty)	-	-	-	-	-	Fzig1N5On2TD4xYul	text/plain
1355373882.854527	COrf0z4Gg10bKcpMMc	192.168.38.10	1032	62.149.140.232	80	2	GET	www.avimcasa.com	/wp-content/plugins/lightbox-plus/css/shadowed/colorbox.css?ver=2.0.2	http://www.avimcasa.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4138	200	OK	-	-	-	(empty)	-	-	-	-	-	FDziGLImp3dh4KYSc	text/plain
1355373882.948575	Czba5s1rDSJIzkoPd3	192.168.38.10	1031	62.149.140.232	80	5	GET	www.avimcasa.com	/wp-content/plugins/counterize/counterize.css.php?ver=3.4.1	http://www.avimcasa.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	7018	200	OK	-	-	-	(empty)	-	-	-	-	-	F0EJ8O2XHAtthekU51	text/plain
1355373883.226521	Czba5s1rDSJIzkoPd3	192.168.38.10	1031	62.149.140.232	80	6	GET	www.avimcasa.com	/wp-content/themes/weaver/images/gr.png	http://www.avimcasa.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	171	200	OK	-	-	-	(empty)	-	-	-	-	-	FTMrFl32LjFuVb2T2k	image/png
1355373883.080147	COrf0z4Gg10bKcpMMc	192.168.38.10	1032	62.149.140.232	80	3	GET	www.avimcasa.com	/wp-includes/js/jquery/jquery.js?ver=1.7.2	http://www.avimcasa.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	94861	200	OK	-	-	-	(empty)	-	-	-	-	-	F7501c4Uk7YDFL12W4	text/html
1355373883.770019	Czba5s1rDSJIzkoPd3	192.168.38.10	1031	62.149.140.232	80	7	GET	www.avimcasa.com	/wp-content/plugins/nextgen-gallery/shutter/shutter-reloaded.js?ver=1.3.3	http://www.avimcasa.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	9986	200	OK	-	-	-	(empty)	-	-	-	-	-	FyFYQp3T8kpFqR8z0d	text/plain
